Time,1,2,3,4,5,6,7,8,9
0.000000000,4.821334,2.134275,-1.053976,2.165862,1.953172,2.418564,1.270878,3.553615,0.999224
0.008000000,-0.047382,0.363258,1.847880,6.459682,10.563975,12.457130,8.824547,12.269710,-0.001053
0.016000000,3.222997,1.133998,-0.872873,1.976336,5.065612,4.193792,4.692877,3.850539,-0.001053
0.024000000,6.240674,3.018730,0.679135,5.082459,8.087501,9.428924,7.883233,8.999332,-0.001053
0.032000000,7.331502,3.353559,0.091604,4.566526,6.480740,6.398612,4.920309,7.173563,-0.001053
0.040000000,7.232527,2.315377,-3.191409,-0.302189,0.215849,-3.823163,-1.704682,-3.130340,-0.001053
0.048000000,2.096369,-0.072652,-4.284343,0.820227,1.188750,3.161927,-1.711000,-0.003159,-0.001053
0.056000000,6.449153,1.338265,-7.127235,-4.661290,-6.453364,-8.559210,-9.850093,-8.190687,-0.001053
0.064000000,4.280131,0.891826,-1.609919,-1.755222,-2.146910,-3.978996,-8.879299,-7.973785,-0.001053
0.072000000,2.915543,0.837074,-0.740205,1.051870,-0.900249,-0.441175,-5.307784,-3.498863,-0.001053
0.080000000,6.472317,2.201662,-0.407481,-2.195344,-0.072652,-4.000054,-4.387530,-5.480464,-0.001053
0.088000000,5.023495,2.485951,4.520198,6.487058,12.429754,11.673756,7.146187,8.055913,-0.001053
0.096000000,6.215404,3.627319,5.465723,8.079077,8.988803,8.426542,5.387806,7.586309,-0.001053
0.104000000,5.311996,3.387253,6.958767,9.727954,13.398443,14.223935,9.361537,11.408419,-0.001053
0.112000000,8.925627,4.981378,6.373342,10.298639,15.815954,16.068656,13.566911,14.034409,-0.001053
0.120000000,7.874810,3.997948,1.839456,5.038236,9.001438,8.306508,9.525793,9.934327,-0.001053
0.128000000,4.037959,2.300636,2.829204,7.352560,16.169736,14.800937,15.059956,17.231083,-0.001053
0.136000000,3.747352,1.449875,-0.474868,1.940537,8.910886,4.191686,11.155718,7.485229,-0.001053
0.144000000,2.991354,1.066611,0.630701,0.792851,8.635020,3.376724,9.306785,5.244609,-0.001053
0.152000000,5.811081,2.281684,0.797063,-1.652036,5.337266,0.498033,3.854751,1.428816,-0.001053
0.160000000,5.111941,2.098475,2.285896,-1.940537,4.452811,-0.708617,1.654142,-0.666500,-0.001053
0.168000000,3.130340,2.068993,4.699195,6.303849,11.785366,13.160483,7.386254,11.532664,-0.001053
0.176000000,6.583927,3.237738,1.997395,1.498309,4.964531,4.707618,2.266943,4.869768,-0.001053
