0,214.0603,832.25,0.2572067
0.861,222.8769,837.7316,0.2660482
1.743,231.8758,844.6635,0.2745186
2.626,240.7058,852.8207,0.2822467
3.443,248.9512,861.7459,0.2888916
4.241,256.5799,871.3169,0.2944737
5.081,263.3294,880.9348,0.2989204
5.956,269.8666,891.4532,0.3027266
6.84,276.2888,903.1189,0.3059274
7.696,281.512,913.7546,0.3080827
8.533,286.3842,924.6595,0.3097186
9.393,290.1556,934.0032,0.3106581
10.238,293.592,943.3784,0.3112134
11.059,296.7824,952.573,0.3115586
11.861,298.9874,959.1039,0.3117362
12.701,301.3065,965.9983,0.3119121
13.54,303.1958,971.3637,0.3121342
14.357,304.6356,975.1033,0.3124136
15.13,305.7636,977.3719,0.3128426
15.931,306.7079,978.31,0.3135079
16.748,307.3176,977.9169,0.3142574
17.587,307.5995,975.639,0.31528
18.372,307.3359,971.9509,0.3162052
19.13,306.7005,967.5656,0.3169816
19.934,305.2198,960.2717,0.3178474
20.797,303.1296,951.9014,0.3184464
21.698,299.753,940.3278,0.318775
22.577,295.8369,927.9375,0.3188112
23.38,291.5877,915.2551,0.3185862
24.233,286.1039,899.3914,0.3181083
25.088,280.6736,883.5802,0.3176549
25.964,274.3325,864.4025,0.3173666
26.805,269.1273,847.3059,0.3176271
27.607,263.7783,827.5824,0.3187336
28.429,259.4598,808.5808,0.320883
29.245,256.217,790.6393,0.324063
30.049,254.1056,771.3807,0.3294166
30.821,253.022,753.7943,0.3356645
31.6,253.5997,736.3493,0.3444014
32.401,255.6268,720.618,0.3547328
33.245,259.8764,703.6968,0.3693017
34.081,266.3745,687.6893,0.3873472
34.862,272.9841,676.043,0.4037969
35.669,282.0614,663.9114,0.424848
36.505,292.9628,652.8839,0.4487211
37.346,305.5379,643.328,0.4749332
38.149,317.9282,636.1989,0.4997309
38.907,329.9059,630.9227,0.5228944
39.711,343.5866,626.5679,0.5483629
40.533,357.4578,623.5594,0.5732539
41.371,371.9352,621.63,0.5983225
42.199,385.0831,620.9526,0.620149
42.963,397.6145,621.163,0.640113
43.742,409.502,622.124,0.6582321
44.564,419.7176,623.6185,0.6730359
45.436,430.7832,625.8836,0.6882801
46.28,440.2821,628.4965,0.7005324
47.084,447.6914,631.0474,0.7094418
47.861,453.6661,633.6478,0.7159595
48.662,458.4784,636.3372,0.720496
49.485,461.274,638.8456,0.722043
50.307,461.9464,640.7276,0.7209716
51.071,460.8193,642.4237,0.7173136
51.805,457.7361,643.7612,0.7110341
52.565,453.2316,644.6516,0.7030644
53.342,446.4599,645.2753,0.6918907
54.104,438.4922,645.5421,0.679262
54.827,429.2778,645.5311,0.6649993
55.547,419.7719,645.3503,0.6504559
56.3,408.1032,645.0505,0.6326687
57.043,396.0918,644.7982,0.614288
57.802,382.7346,644.6156,0.5937408
58.525,370.4048,644.6723,0.5745629
59.221,356.5036,644.9468,0.5527643
59.928,343.8187,645.4708,0.5326634
60.668,331.1777,646.29,0.5124289
61.445,318.1254,647.4575,0.4913456
62.229,305.3959,649.0382,0.470536
62.99,293.4562,651.0397,0.4507501
63.708,283.3299,653.1062,0.433819
64.45,272.9512,655.7906,0.4162171
65.209,264.1965,658.5677,0.4011682
65.989,255.9734,661.6843,0.3868512
66.735,249.3089,664.6872,0.3750771
67.447,242.6353,668.1869,0.3631249
68.165,237.6017,671.146,0.3540238
68.905,232.5651,674.3306,0.3448829
69.65,227.9514,677.4148,0.3365019
70.397,224.0426,680.0491,0.3294507
71.128,220.7772,682.1655,0.3236416
71.812,218.0714,683.7338,0.3189419
72.549,215.8134,684.7107,0.3151892
73.289,213.9184,685.055,0.3122645
74.07,212.4577,684.3643,0.3104453
74.851,211.7821,682.8614,0.3101392
75.591,211.503,680.2881,0.3109021
76.295,211.5424,676.9811,0.3124791
77.052,211.9906,671.97,0.3154763
77.834,212.7076,666.4555,0.3191625
78.631,213.8019,659.5234,0.3241763
79.429,214.9441,651.9348,0.3297018
80.176,216.0851,642.9845,0.3360658
80.883,216.8997,635.0294,0.3415585
81.611,217.7519,624.8154,0.348506
82.362,218.328,615.5032,0.3547146
83.157,218.6823,604.8846,0.3615272
83.972,218.5628,593.8252,0.3680591
84.767,217.8722,582.1014,0.3742856
85.546,216.766,572.0525,0.3789268
86.347,215.0741,562.2482,0.3825252
87.146,212.4603,552.5393,0.3845161
87.912,209.2889,544.3044,0.3845071
88.644,205.9552,537.8788,0.3829027
89.366,202.22,532.4951,0.3797595
90.107,198.1677,528.3012,0.3751036
90.868,193.3397,524.9952,0.3682696
91.621,188.3028,523.075,0.359992
92.323,183.8061,522.5659,0.3517377
93.004,179.4841,523.2009,0.3430501
93.7,175.7694,524.7686,0.3349464
94.403,171.93,527.7199,0.3257979
95.139,168.9069,531.4558,0.3178192
95.901,166.201,537.0909,0.3094466
96.662,164.7798,543.2793,0.3033058
97.405,164.5576,550.3645,0.2989975
98.201,165.8547,558.8993,0.2967525
99.059,169.1381,568.7995,0.2973598
99.885,174.2205,578.5236,0.3011467
100.663,181.6913,588.6463,0.3086595
101.4,190.6036,597.7788,0.318853
102.156,200.9688,606.2096,0.331517
102.914,215.7454,615.8042,0.3503474
103.677,231.7983,624.0975,0.3714137
104.419,247.9912,630.8817,0.3930868
105.135,267.2246,637.4554,0.4192053
105.859,290.0258,643.5654,0.4506548
106.612,314.1,648.5178,0.4843352
107.391,342.4826,652.7192,0.5247013
108.155,368.2103,655.2772,0.5619153
108.907,400.6712,657.1252,0.6097334
109.691,436.0481,657.6615,0.6630281
110.474,468.6383,657.0164,0.7132825
111.252,504.4756,655.234,0.7699167
111.992,539.9578,652.5564,0.8274501
112.715,577.3568,648.7924,0.8898945
113.453,616.0606,643.9922,0.9566274
114.206,653.9958,638.4453,1.024357
114.951,689.6962,632.4413,1.09053
115.707,724.5091,625.8389,1.157661
116.43,759.8268,618.3312,1.228835
117.13,788.7999,611.4685,1.290009
117.852,821.1518,602.9173,1.361964
118.604,849.9195,594.3386,1.430026
119.39,878.7895,584.4881,1.50352
120.181,904.682,574.1706,1.575633
120.964,925.1318,564.5178,1.6388
121.783,945.0708,552.9551,1.709127
122.603,958.6937,542.5301,1.767079
123.363,967.9224,532.4385,1.817904
124.09,973.0812,523.0118,1.860534
124.852,974.6546,512.1022,1.903242
125.61,972.0595,502.3419,1.935056
126.376,966.53,493.7564,1.957504
127.132,957.1811,484.491,1.975643
127.852,943.3189,474.5812,1.987687
128.587,928.1404,465.986,1.991778
129.347,909.9686,457.3423,1.989688
130.13,889.353,448.9068,1.981153
130.914,863.5935,439.4753,1.965056
131.667,839.6721,431.5812,1.945572
132.412,814.4393,423.7697,1.921891
133.182,786.554,415.7045,1.892099
133.97,759.795,408.2445,1.861127
134.761,731.4747,400.6542,1.825701
135.515,703.414,393.3141,1.788428
136.252,677.4103,386.5468,1.752466
137.032,650.0652,379.5133,1.712892
137.819,625.4579,373.2325,1.675786
138.619,601.3694,367.0705,1.638294
139.396,578.4592,361.2204,1.601402
140.121,559.8451,356.5009,1.570389
140.885,539.3483,351.3611,1.535026
141.664,523.3147,347.4879,1.505994
142.463,506.1965,343.5568,1.4734
143.219,493.6932,340.856,1.448392
143.94,482.5065,338.6441,1.424819
144.678,470.768,336.634,1.398457
145.421,461.7789,335.4485,1.376602
146.182,452.5387,334.6538,1.352259
146.928,444.8406,334.361,1.33042
147.651,436.5308,334.504,1.305009
148.408,429.7761,334.9762,1.283005
149.169,421.4401,335.9759,1.254376
149.955,414.0794,337.1495,1.228177
150.716,405.0501,338.8795,1.195263
151.449,397.6059,340.4127,1.168011
152.171,388.4758,342.367,1.134677
152.899,379.3635,344.2864,1.101884
153.64,368.4242,346.4738,1.063354
154.411,356.3206,348.7169,1.021805
155.138,345.0216,350.6228,0.984025
155.856,332.4653,352.5414,0.9430533
156.62,318.8262,354.3698,0.8996991
157.402,304.6776,356.0295,0.8557652
158.225,288.4619,357.6655,0.8065129
159.043,272.7221,358.9922,0.7596882
159.802,257.7285,360.0401,0.7158329
160.563,243.4392,360.877,0.6745766
161.325,228.4726,361.6145,0.6318127
162.106,212.9769,362.2308,0.5879589
162.883,199.7917,362.6065,0.5509876
163.603,189.0324,362.8179,0.5210119
164.306,177.5963,362.8979,0.4893836
165.034,167.6367,362.8767,0.461966
165.813,159.3019,362.7383,0.4391649
166.608,151.3645,362.434,0.4176334
167.393,145.221,362.0095,0.4011524
168.147,141.5695,361.5931,0.3915159
168.853,139.383,361.1802,0.3859099
169.574,138.439,360.6954,0.3838113
170.315,139.2134,360.2236,0.3864639
171.074,141.893,359.8605,0.3943
171.854,145.9074,359.6644,0.4056766
172.595,151.3478,359.6543,0.4208147
173.344,157.8957,359.9379,0.4386749
174.1,165.7232,360.581,0.4596005
174.845,174.7442,361.6421,0.4831964
175.56,184.5068,363.2286,0.5079633
176.246,193.6774,365.0587,0.5305376
176.947,204.1622,367.6668,0.5552914
177.684,214.5619,370.7952,0.5786534
178.449,225.3789,374.6981,0.6014947
179.252,238.0631,380.171,0.6262002
179.991,249.5179,386.1223,0.6462147
180.712,259.2559,392.0555,0.6612734
181.453,268.3734,398.5658,0.6733478
182.21,278.5057,407.1555,0.6840277
182.978,286.5188,415.445,0.6896673
183.733,293.9513,424.9152,0.6917881
184.436,300.049,434.5677,0.6904538
185.141,304.6735,443.8652,0.6864101
185.861,308.8788,454.9119,0.678986
186.599,311.9125,466.4802,0.6686511
187.34,313.7068,478.0734,0.6561896
188.045,314.349,487.6994,0.6445548
188.737,314.086,499.0416,0.6293785
189.458,312.6736,510.6851,0.6122629
190.213,310.4882,520.9178,0.5960406
190.996,307.0233,532.3287,0.5767551
191.741,302.7909,542.8421,0.5577881
192.466,297.8502,552.5366,0.5390596
193.152,292.5283,561.1321,0.5213181
193.848,286.9929,568.6851,0.5046605
194.549,280.9275,575.7451,0.4879373
195.223,274.435,582.1709,0.4713994
195.901,268.071,587.5202,0.4562754
196.621,260.7531,592.6766,0.4399584
197.364,252.9608,597.0464,0.4236869
198.14,245.1185,600.3744,0.4082761
198.916,238.2396,602.4315,0.3954633
199.637,230.807,603.7372,0.3822972
200.363,224.1671,604.0776,0.3710898
201.123,217.6073,603.5122,0.3605682
201.899,211.5164,602.0156,0.351347
202.683,206.0732,599.5394,0.3437192
203.443,201.7869,596.3864,0.3383493
204.202,198.5806,592.6941,0.3350474
205.002,196.0262,587.6911,0.3335531
205.804,194.9307,582.6921,0.3345347
206.566,194.9518,577.0927,0.3378171
