100.1,1017.503,1681.275,0.6051974
101,1010.703,1660.737,0.6085872
102,1005.58,1635.931,0.6146836
102.9,1002.096,1610.221,0.6223345
103.7,998.672,1578.624,0.6326218
104.6,995.1952,1548.185,0.642814
105.5,990.963,1512.244,0.6552933
106.4,985.3369,1474.557,0.6682258
107.3,979.5614,1442.392,0.6791226
108.1,970.1348,1406.267,0.6898651
109,958.2725,1373.397,0.6977388
109.9,942.7936,1340.354,0.7033914
110.8,922.2405,1307.087,0.7055696
111.7,901.2486,1278.529,0.7049107
112.6,876.728,1252.138,0.7001851
113.4,847.6913,1226.45,0.6911747
114.3,813.5989,1201.869,0.6769449
115.2,778.7535,1180.517,0.6596715
116.2,743.7575,1162.013,0.6400596
117,784.6442,1187.623,0.6606846
117.8,751.2656,1168.411,0.6429808
118.7,714.5688,1149.835,0.6214533
119.6,676.8969,1132.87,0.5975061
120.5,638.1538,1116.884,0.5713697
121.4,602.5382,1103.001,0.5462717
122.3,566.7494,1089.522,0.5201816
123.2,531.1368,1076.513,0.4933864
124.2,492.8978,1062.844,0.4637536
125.2,459.1813,1051.031,0.4368868
126.1,427.159,1040.392,0.4105753
127,400.9171,1031.787,0.3885656
127.9,373.465,1022.92,0.3650969
128.8,346.5121,1014.295,0.3416285
129.7,324.52,1007.294,0.3221703
130.5,303.6005,1000.744,0.3033747
131.4,283.4732,994.4166,0.2850649
132.3,265.1741,988.4719,0.2682667
133.3,247.6581,982.1888,0.2521491
