timestamp,eyeleft_pupildiameter,eyeright_pupildiameter
0.011527,2.2376214924376,3.06504583207627
0.021517,2.37787157829489,3.15333985121931
0.031504,2.41843803700219,3.65001753380538
0.041576,2.46680318411163,3.42911385048407
0.0516,2.52782743645806,3.45441244925828
0.06159,NaN,NaN
0.071577,NaN,NaN
0.081649,NaN,NaN
0.091672,NaN,NaN
0.101662,NaN,NaN
0.11165,2.77434026998978,3.51164427717426
0.121721,2.96131780763988,3.49124283034285
0.131744,2.97253773857908,3.47857805148766
0.141735,2.98602269166682,3.47117369199792
0.151722,3.00569781387893,3.46905743355371
0.161793,3.02487902313747,3.43716627424278
0.171817,2.86029527089745,3.41366910791597
0.181807,2.86827056004894,3.39699977257064
0.191794,2.87608513513517,3.41017541777149
0.201866,2.90075452145315,3.41460482631804
0.21189,2.79933348337187,3.41906547354916
0.22188,3.06582578612869,3.42390996874315
0.231867,2.99700531384066,3.42815868431752
0.241939,2.96709180544759,3.43103600969524
0.251962,2.94432137828576,3.43480528657995
0.261952,2.92153984536416,3.44171551559802
0.271939,2.93266436338764,3.45079038383742
0.282011,3.02736081254448,3.46036998932448
0.292035,3.03205860193979,3.46897378526433
0.302024,3.03928574945726,3.47575713809174
0.312012,3.0890420262065,3.48327566860298
0.322084,3.10248725005717,3.49392456406425
0.332107,3.12704268223434,3.50490479591542
0.342097,3.15167660563265,3.51353987465628
0.352085,3.14734678417121,3.51939446311176
0.362157,3.15853711449441,3.52453094588381
0.372179,3.16862878908746,3.54111673250167
0.38217,3.16492186099176,3.55709854182261
0.392157,3.16389940838862,3.56769672982612
0.402229,3.1615864927114,3.56992216334311
0.412253,3.14401742699638,3.57213516778844
0.422242,3.12471625899026,3.57043401810394
0.43223,3.10449897244747,3.56687149269542
0.442301,3.08262385589852,3.56290426702465
0.452325,3.07901790438233,3.55705660542153
0.462315,3.07255141606723,3.54939794180523
0.472302,3.06448209029694,3.52997196912543
0.482374,3.05633607302053,3.51051610731419
0.492398,3.04811473473069,3.49522347959346
0.502387,3.03932981503031,3.48761911470396
0.512374,3.03171326677748,3.4868018403798
0.522447,3.02458330904727,3.46988008273962
0.53247,3.01481743831474,3.45576813112631
0.54246,3.00517223136546,3.45160552174021
0.552447,2.99849718606187,3.44900991929586
0.562519,2.99298224818139,3.44780833700215
0.572542,2.98791534250147,3.44644181005252
0.582532,2.98501817909465,3.4445185967458
0.59252,2.98429354876895,3.43997574270742
0.602591,2.98265035666066,3.43199089819318
0.612615,2.97738005817711,3.42471918948356
0.622605,2.97103314018116,3.41933442261873
0.632591,2.96874595538864,3.41422075231907
0.642664,2.97021132249904,3.40982009785831
0.652687,2.97890346913563,3.40491468510488
0.662677,3.03198237434595,3.39526800284498
0.672664,3.04893946436341,3.39299993108073
0.682737,3.05267976298447,3.39108337477675
0.69276,3.05036082868959,3.39014432898818
0.70275,3.04982787109548,3.39218413098532
0.712738,3.05134338811424,3.39663065855932
0.722809,3.05369489376872,3.40137123248596
0.732832,3.05700018732757,3.40593984869484
0.742823,3.05984170568069,3.40913645047751
0.752809,3.06225101039754,3.41359959999308
0.762881,3.06600556525225,3.41995248019712
0.772904,3.06887854986616,3.42667027266441
0.782895,3.07167262932557,3.43327106805292
0.792882,3.07750278013753,3.43822519507505
0.802954,NaN,3.44551979750894
0.812977,NaN,3.45039017896976
0.822967,NaN,3.45265005968765
0.832955,NaN,3.45604845075336
0.843027,NaN,3.46008603816472
0.853049,NaN,3.46237234335559
0.86304,NaN,3.46342519665904
0.873027,NaN,3.46375639240986
0.883098,NaN,3.46386880792351
0.893122,NaN,3.46370828905813
0.903112,NaN,3.46308291888501
0.9131,NaN,3.46512441469908
0.923171,NaN,3.46961853523546
0.933194,NaN,3.48106461891305
0.943185,NaN,3.49334856574528
0.953172,NaN,3.49703613286236
0.963244,NaN,3.49909412373314
0.973267,NaN,3.4998342408804
0.983258,NaN,3.50115069666555
0.993244,NaN,3.50419368410969
1.003317,NaN,3.50733162303565
1.013341,NaN,3.50692186357743
1.02333,NaN,3.51384047531165
1.033317,NaN,3.53793518127792
1.043389,NaN,3.50791875627194
1.053412,NaN,3.50292440457541
1.063402,3.45342750257616,3.50408188331482
1.073389,4.62077299807481,3.50563514543319
1.083461,3.55232855923676,3.50478412249274
1.093485,NaN,3.50261289857818
1.103476,NaN,3.50367593172326
1.113462,NaN,3.50648489391774
1.123534,NaN,3.51026256849107
1.133557,NaN,3.50156941620683
1.143547,NaN,3.50352484860537
1.153535,NaN,3.50259278990503
1.163606,NaN,3.51038122419364
1.17363,NaN,3.52034469860574
1.18362,NaN,3.53488634546248
1.193606,NaN,3.54738042733828
1.203679,NaN,3.54722391203298
1.213702,NaN,3.55073324048588
1.223692,NaN,3.54617242647706
1.233679,NaN,3.55020370845477
1.243751,NaN,3.56439351766861
1.253775,NaN,3.57757628217966
1.263765,NaN,3.58054198196765
1.273752,NaN,3.58381628758622
1.283824,NaN,3.58754611687353
1.293847,NaN,3.59256472401063
1.303838,NaN,3.6040298283663
1.313825,NaN,3.60095174746089
1.323896,NaN,3.59465057044125
1.33392,NaN,3.58980192392543
1.34391,NaN,3.58914871902808
1.353896,NaN,3.58153562626942
1.363969,5.81915882106042,3.57352841618034
1.373992,5.56027502591008,3.56231043887759
1.383982,NaN,3.5485558673182
1.393969,NaN,3.53646249198012
1.404041,NaN,3.52662250823319
1.414065,NaN,3.53679916481045
1.424055,NaN,3.54867846844768
1.434042,5.66751774158775,3.55953583906804
1.444114,5.59426049274916,3.55007470368261
1.454138,NaN,3.55064006327386
1.464127,NaN,3.55219111005486
1.474114,NaN,3.55641257374391
1.484186,NaN,3.56187380605069
1.49421,NaN,3.56734441402572
1.5042,5.73298441160994,3.57406491555392
1.514187,5.64534971400439,3.57195372375728
1.524259,NaN,3.56954248387654
1.534282,NaN,3.56997487244825
1.544272,NaN,3.59218072953068
1.554259,NaN,3.61060111999307
1.564331,NaN,3.74233413234482
1.574355,2.86894670796406,3.74712704143703
1.584345,3.37488002650746,3.73811135739574
1.594331,4.4645046433327,3.71114020403061
1.604404,NaN,3.69573225872026
1.614427,NaN,3.68682082724478
1.624417,NaN,3.68308092467156
1.634404,NaN,3.68208059428276
1.644476,NaN,3.68067680275434
1.6545,2.99137386994258,3.6795048189161
1.66449,3.31818175049479,3.67852110826635
1.674477,3.50844855017745,3.67037729445708
1.684549,NaN,3.66428003328685
1.694572,3.14149044647505,3.66608161422559
1.704563,3.13456436796671,3.66544219966301
1.714549,3.13566213034976,3.66621777541571
1.724621,3.13943425772138,3.67030465249416
1.734645,3.14041512727218,3.67502996353255
1.744635,3.13901243778699,3.67920730944272
1.754622,3.13322082219441,3.6823140534184
1.764694,3.11359276430086,3.68595947623579
1.774717,3.06897007381754,3.69041619707915
1.784707,3.06917742710398,3.69395589575089
1.794695,3.07110185822477,3.69868871437221
1.804766,3.07447472857298,3.70657217488482
1.814789,3.07573762409627,3.71250134656528
1.82478,3.16235445720522,3.71328662793746
1.834766,3.2513561005065,3.71102084352776
1.844839,3.34490064970809,3.70848528660493
1.854862,3.28870951966612,3.70887952298039
1.864853,3.29165699806263,3.71112994965389
1.874839,3.29271540538359,3.71335687305319
1.884911,3.29601482251735,3.71401799863463
1.894935,3.29981701649865,3.7215407686599
1.904924,3.38100659682463,3.72834879777808
1.914912,3.11679440124793,3.73568519597358
1.924984,3.28984486631996,3.73373005783159
1.935007,3.33023266141127,3.73359440119652
1.944997,NaN,3.74614715580878
1.954985,NaN,3.75659967111516
1.965056,NaN,3.75668265984384
1.97508,NaN,3.75836738643006
1.98507,NaN,3.75992166913372
1.995057,3.19294672065575,3.75314770985827
2.005129,3.18368660416038,3.74708660186697
2.015152,3.27964499453587,3.7401628358136
2.025142,3.27615637492607,3.74353016227097
2.035129,3.21987677421385,3.75832928506599
2.045202,3.20683972850225,3.76420226068893
2.055224,3.19501373113933,3.76001345434926
2.065214,3.18505453645759,3.76164319311195
2.075201,3.1784760820801,3.76087486177717
2.085274,3.17354174867535,3.77210285196531
2.095298,3.17489931916305,3.77270357253843
2.105287,3.17659264676314,3.77385212348925
2.115274,3.15671188706519,3.77648307307515
2.125346,3.13902255698416,3.78843133288642
2.13537,3.13544763508287,3.78779106755448
2.14536,3.13004463727754,3.77481062568719
2.155347,3.12793149765896,3.78390575769172
2.165419,3.12730760113585,3.79804265318667
2.175442,3.12503037606543,3.81004201804944
2.185432,3.12204505363773,3.80939235910034
2.19542,3.11629538397922,3.82065667344321
2.205492,3.10830254050859,3.83123257263687
2.215515,3.10154492428508,3.84031357075087
2.225505,3.09753947695012,3.82974269562522
2.235492,3.09726647459691,3.81871174952832
2.245564,3.09893558743874,3.82709688832582
2.255587,3.09842698829436,3.81234034568582
2.265577,3.2020752692294,3.79311401780974
2.275565,2.94676227110016,3.77647313613833
2.285636,3.29886459749763,3.77457646765944
2.295659,3.19422577094798,3.7731211660041
2.30565,3.44535654885284,3.79571022410932
2.315637,NaN,3.79752428514378
2.325709,NaN,3.81168044253247
2.335732,NaN,3.77569143891569
2.345722,NaN,3.75414090773682
2.355709,NaN,3.74460227962409
2.365781,3.04139841650223,3.73721820128836
2.375804,NaN,3.74274671978666
2.385795,NaN,3.74800799516235
2.395782,NaN,3.75164311886254
2.405854,NaN,3.74091464710309
2.415878,NaN,3.72790315198677
2.425867,NaN,3.71710234675555
2.435854,NaN,3.71742586376588
2.445926,NaN,3.72801961282331
2.45595,NaN,3.72618790199209
2.46594,NaN,3.72499535586052
2.475927,NaN,3.71520752538746
2.485998,NaN,3.70552527426021
2.496023,NaN,3.69699311695694
2.506012,NaN,3.69874314805954
2.515999,NaN,3.70192277125333
2.526072,NaN,3.70619719889995
2.536095,NaN,3.7094297879464
2.546085,NaN,3.70190326355111
2.556072,NaN,3.7083086546504
2.566144,NaN,3.71546561125991
2.576168,NaN,3.72135356864721
2.586158,NaN,3.73559701181659
2.596144,NaN,3.73862139500336
2.606216,NaN,3.74230132363668
2.61624,NaN,3.74564560330575
2.62623,NaN,3.75966942013424
2.636217,NaN,3.77594223176597
2.646288,NaN,3.79259797434371
2.656312,NaN,3.80671016012942
2.666302,NaN,3.81612350935977
2.676289,NaN,3.8227894570593
2.686362,NaN,3.82177289750191
2.696385,NaN,3.83628204631438
2.706375,NaN,3.85112467326661
2.716362,NaN,3.86370321491966
2.726434,NaN,3.86702033712458
2.736456,NaN,3.86813116451442
2.746447,NaN,3.85692645220076
2.756435,NaN,3.84575032567509
2.766506,NaN,3.83731702152192
2.77653,NaN,3.84241884622301
2.78652,NaN,3.84692401865998
2.796507,NaN,3.84592025140776
2.806578,NaN,3.84292063906045
2.816602,NaN,3.84676979583615
2.826593,NaN,3.8552384184369
2.836579,NaN,3.86272923889071
2.846651,NaN,3.8783352780284
2.856675,NaN,3.89345790645155
2.866664,NaN,3.90024450431758
2.876652,NaN,3.89726862207025
2.886724,NaN,3.89272711779409
2.896748,NaN,3.89899551088201
2.906737,NaN,3.90692681073335
2.916724,NaN,3.91066730977981
2.926797,NaN,3.91002430225454
2.936819,NaN,3.91119442306791
2.946809,NaN,3.91516317061605
2.956797,NaN,3.91815522452481
2.96687,NaN,3.92751024235443
2.976893,NaN,3.93355766482329
2.986883,NaN,3.94050225667629
2.996869,NaN,3.93782484494585
3.006941,NaN,3.93240530294464
3.016965,NaN,3.92699191407507
3.026955,NaN,3.91969728747389
3.036942,NaN,3.90813082729728
3.047014,NaN,3.89614275718703
3.057037,NaN,3.88956316418579
3.067028,NaN,3.88728292702139
3.077015,NaN,3.88962855334906
3.087087,NaN,3.89349605558542
3.09711,NaN,3.89501424630682
3.1071,NaN,3.89707704060581
3.117087,NaN,3.89446065828793
3.127159,NaN,3.88975775706749
3.137182,NaN,3.89164145431973
3.147172,NaN,3.89439166736003
3.157159,NaN,3.89175852985656
3.167231,NaN,3.8871753457514
3.177255,NaN,3.88189169444758
3.187245,NaN,3.87506868208472
3.197231,NaN,3.86721505111689
3.207303,NaN,3.8584766838028
3.217327,NaN,3.85366540876147
3.227317,NaN,3.85216762733545
3.237305,NaN,3.84917768391683
3.247376,NaN,3.83751094807396
3.2574,NaN,3.83774381844691
3.26739,NaN,3.84005465867473
3.277377,NaN,3.84255264895723
3.287449,NaN,3.84626092050456
3.297472,NaN,3.8502770481012
3.307462,NaN,3.85358639801517
3.31745,NaN,3.84593530143676
3.327521,NaN,3.8369421146872
3.337545,NaN,3.84033684472409
3.347535,NaN,3.85920448105489
3.357522,NaN,3.8645553989683
3.367594,NaN,3.86378229767003
3.377617,NaN,3.86550093011067
3.387607,NaN,3.86880033829197
3.397595,NaN,3.87199668486261
3.407666,NaN,3.866414881825
3.417689,NaN,3.88141739063539
3.42768,NaN,3.89737484001528
3.437666,NaN,3.90296233297536
3.447739,NaN,3.90414325550457
3.457763,NaN,3.90853175233934
3.467752,NaN,3.91560078981762
3.477739,NaN,3.91887530303364
3.487811,NaN,3.921184067383
3.497835,NaN,3.91579039551477
3.507825,NaN,3.92168072164212
3.517812,3.75805119020399,3.91549062767677
3.527884,4.3094774255977,3.91700827907591
3.537907,NaN,3.91915733570625
3.547897,NaN,3.9235857018849
3.557885,NaN,3.92806732251609
3.567956,NaN,3.9319250811809
3.57798,NaN,3.93545868224393
3.58797,4.12249299540463,3.93823160774679
3.597957,4.01328556111568,3.95140287551562
3.608029,NaN,3.96263788686541
