-2.698824,-2.044865,-2.998142,-1.124214,-3.21802,-3.352784,-7.449606,-10.882538
-0.009221,-1.415021,1.017822,-4.1486,-3.915955,-9.661152,-12.024485,-13.360775
-2.13849,-2.076073,-2.531433,-4.077671,-8.85115,-8.497927,-11.624449,-16.217769
-2.721521,-1.986703,-1.965425,-0.243284,0.416349,3.738634,0.392234,-0.016314
-4.307479,-3.164114,-3.731541,-2.030679,-2.75273,2.321485,0.641902,-4.381245
-3.253484,-2.591013,-2.294532,-2.288858,-3.738634,2.473272,-1.810801,-2.205163
-2.599524,-2.853448,-1.549785,-3.823748,-2.381065,-4.836605,-4.199668,-10.810191
-2.876145,-2.471853,-3.542872,-2.454831,-6.653789,-8.983077,-15.377977,-19.802489
-2.53427,-2.097352,-1.495879,-1.200817,-2.625059,2.442063,-5.416799,-1.839172
-2.626477,-1.456159,-3.697495,-0.942638,-5.300476,-1.735617,-3.582591,-8.043985
-1.051868,0.30712,-2.503062,1.263234,-7.826944,2.56406,-8.534809,-0.595089
-0.406419,-1.348348,2.091677,-0.919941,5.387009,2.856285,1.549785,4.186901
-0.769573,-0.919941,-0.700063,-1.75264,-5.669304,-4.125903,-11.739353,-8.320606
-0.887314,-1.790941,1.454741,-2.796705,-0.694389,0.680203,-4.54438,0.102846
-0.803618,-0.176612,-1.819312,0.624879,0.467418,-1.385231,2.322904,-3.681891
-1.532762,-2.22786,-0.28726,-4.107461,-3.192485,-5.198339,-5.5544,-9.183095
0.931289,-2.739963,4.96002,-10.778983,-5.538796,-13.519654,-9.235582,-12.888392
-1.829242,-3.317319,-0.441884,-8.848313,-7.954615,-13.528166,-6.689254,-19.42515
-0.867454,-1.531343,-0.602182,-3.677635,-4.819582,-8.539065,-9.195862,-13.423192
-1.779593,-1.51432,-2.705917,-4.155693,-10.539245,-8.104984,-9.384531,-14.61337
-2.190977,-1.423532,-3.734378,-2.674708,-12.946553,-8.056752,-18.244902,-17.515758
0.087242,1.206491,-2.280347,1.566807,-5.432403,-1.382394,-3.876235,-3.405271
-2.463342,-0.105683,-5.56433,2.532852,-6.275032,-0.292934,-5.713279,-7.919151
-1.35686,-1.715757,-0.823478,-3.012327,-8.431254,-5.839532,-18.361224,-12.279827
-2.744218,-2.229278,-2.525759,-1.867544,-5.85088,-2.23779,-11.176182,-9.536318
-1.901589,-1.7725,-1.487368,-1.935635,-4.228039,-2.503062,-8.478067,-7.720552
-1.205073,-2.878982,1.121377,-6.984316,-4.881999,-8.527717,-7.92057,-12.050019
-2.501643,-2.149839,-4.249318,-4.907533,-12.535169,-14.294192,-15.352443,-25.48385
-4.020929,-4.659284,-1.827824,-7.01978,-3.008072,-6.519025,-1.660433,-14.033176
-4.318828,-3.852119,-5.003996,-7.026873,-17.317159,-12.908252,-21.83104,-27.059878
-2.799542,-1.283094,-5.272105,-0.976684,-12.105343,-7.214123,-17.390924,-18.379666
-1.878892,-3.032187,0.86178,-4.249318,0.22768,-2.744218,-5.179898,-6.117571
-3.463432,-2.605199,-3.867723,-2.666197,-8.556088,-4.289038,-12.163504,-13.743788
-2.846355,-2.7428,-1.480275,-3.55422,-7.032547,-0.352514,-10.14772,-5.957273
-3.279018,0.778084,-8.032637,6.411214,-7.865246,5.747325,-6.828273,-3.297459
-1.302954,0.454651,-3.14851,3.48471,-0.112776,4.257829,2.015075,1.748384
0.240447,0.179449,0.532672,0.612112,1.610783,1.745547,1.284513,2.896005
1.399417,1.125633,-0.678784,-4.344362,-16.607875,-10.759123,-13.928202,-12.584819
-1.388068,0.003546,-1.871799,4.184064,6.58428,8.066682,8.746176,7.795736
-1.694478,1.0391,-5.245152,6.404122,1.464671,3.720192,1.541273,-1.515739
-1.929961,-2.386739,-0.797944,-4.818163,-6.517607,-4.550054,-7.082197,-8.974565
-1.071728,-2.176791,0.894407,-4.664958,-2.998142,-4.0493,-5.226711,-6.208359
-1.661851,0.666017,-6.243823,1.432044,-13.210407,-6.839622,-14.22752,-16.467437
-0.75255,-1.256141,0.373792,-1.20791,1.795197,-1.406509,-1.939891,-3.104534
-2.215093,-1.721431,-1.996633,-1.500135,-1.075983,-0.14824,1.694478,-3.731541
-2.15835,-2.878982,0.30712,-3.717355,1.646247,-0.186542,1.745547,-2.317229
-1.105773,-1.60369,0.190797,-2.312974,1.622132,-1.165353,2.581083,-2.243464
-1.799452,-1.050449,-3.386829,-1.586667,-6.34596,-6.730392,-6.663719,-13.627466
-1.877474,-1.539855,-0.847594,1.864707,8.775966,3.786865,5.535958,1.559715
-0.932708,-0.853268,-1.114285,-0.298608,2.945655,-2.829332,3.212345,-5.311825
0.037592,-2.27751,3.386829,-6.953107,-3.925885,-5.787045,-7.853897,-5.511843
0.999381,-0.431954,2.091677,-2.670453,1.620713,-5.901949,-0.597926,-4.968532
-0.76248,0.033336,-1.942728,2.691731,4.256411,-0.515649,2.034935,-3.440735
2.051957,0.318468,2.562642,-2.450575,-1.863288,-9.744847,-10.893887,-9.977492
-1.037682,-0.82206,-1.171027,0.551113,5.124574,-1.366789,5.496239,-3.520174
-0.166682,2.551293,-4.733049,7.726226,1.441974,2.477528,1.590923,-0.904337
0.433372,2.995305,-4.466359,7.601392,-2.927213,0.274493,-8.102146,-4.235132
-0.304283,-1.610783,0.270237,-4.707515,-3.256321,-11.797514,-8.154633,-16.189398
-2.010819,-3.820911,1.027752,-4.94016,7.760272,-7.99008,2.55413,-12.282664
-2.199488,-0.951149,-4.174134,1.680293,1.284513,-4.703259,-1.765407,-12.486938
-1.483112,1.592342,-6.757345,5.372823,-7.41556,-2.161187,-8.956124,-10.689613
-1.409346,-2.799542,1.151167,-5.570004,-3.134324,-4.836605,-7.137521,-7.788643
-3.768424,-3.195323,-1.05896,1.559715,12.411754,10.244183,11.807444,8.119169
-2.066143,-2.625059,0.860361,-1.600853,6.168639,4.446499,4.891929,3.925885
-2.941399,-3.857793,-0.86178,-6.53463,-4.337269,-7.104894,-6.33603,-13.604769
-2.037772,-0.532672,-3.708844,2.61371,0.075893,0.111358,-2.776845,-5.907623
0.498626,1.246211,-1.295861,2.354112,0.092916,-0.656087,0.897244,-1.134144
-1.778174,0.734109,-5.198339,4.541543,-2.972608,1.704408,-2.66336,-4.247899
-1.903008,-1.270327,-2.054795,0.468836,1.749803,0.048941,0.531253,-3.996813
-1.868962,0.558206,-5.60405,4.179808,-3.69324,-1.386649,-5.615398,-9.116422
-0.258889,-1.650503,0.753968,-4.812489,-6.185662,-10.469735,-14.946733,-15.133984
0.166682,0.765317,-0.434791,3.530104,7.815596,3.849282,9.648385,5.449426
0.322724,2.802379,-3.714518,7.292145,1.778174,4.647935,5.066413,3.965605
0.33691,-1.921449,5.230966,-3.635078,8.165982,5.04939,8.263863,11.437198
-1.850521,-1.982448,-1.084495,-1.807964,1.807964,-2.642081,0.880221,-6.4254
