Recording timestamp	Computer timestamp	Sensor	Project name	Export date	Participant name	Recording name	Variable1	Recording date	Recording date UTC	Recording start time	Recording start time UTC	Recording duration	Recording Fixation filter name	Recording software version	Recording resolution height	Recording resolution width	Recording monitor latency	Average calibration accuracy (mm)	Average calibration precision SD (mm)	Average calibration precision RMS (mm)	Average calibration accuracy (degrees)	Average calibration precision SD (degrees)	Average calibration precision RMS (degrees)	Average calibration accuracy (pixels)	Average calibration precision SD (pixels)	Average calibration precision RMS (pixels)	Average validation accuracy (mm)	Average validation precision SD (mm)	Average validation precision RMS (mm)	Average validation accuracy (degrees)	Average validation precision SD (degrees)	Average validation precision RMS (degrees)	Average validation accuracy (pixels)	Average validation precision SD (pixels)	Average validation precision RMS (pixels)	Eyetracker timestamp	Event	Event value	Event parameters	Row number	Gaze point X	Gaze point Y	Gaze point left X	Gaze point left Y	Gaze point right X	Gaze point right Y	Gaze direction left X	Gaze direction left Y	Gaze direction left Z	Gaze direction right X	Gaze direction right Y	Gaze direction right Z	Pupil diameter left	Pupil diameter right	Pupil diameter filtered	Validity left	Validity right	Eye position left X (DACSmm)	Eye position left Y (DACSmm)	Eye position left Z (DACSmm)	Eye position right X (DACSmm)	Eye position right Y (DACSmm)	Eye position right Z (DACSmm)	Gaze point left X (DACSmm)	Gaze point left Y (DACSmm)	Gaze point right X (DACSmm)	Gaze point right Y (DACSmm)	Gaze point X (MCSnorm)	Gaze point Y (MCSnorm)	Gaze point left X (MCSnorm)	Gaze point left Y (MCSnorm)	Gaze point right X (MCSnorm)	Gaze point right Y (MCSnorm)	Stimulus template name	Eye movement type	Gaze event duration	Eye movement type index	Fixation point X	Fixation point Y	Fixation point X (MCSnorm)	Fixation point Y (MCSnorm)	Mouse position X	Mouse position Y
8049679	75089342667	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1613957352					170	599	-11	588	352	611	-0.39411	0.41624	-0.81940	-0.33166	0.43840	-0.83535	2.976	2.875	2.939	Valid	Valid	261.0	-61.6	549.7	324.1	-56.9	539.5	-3.4	217.7	109.9	226.2	0.0887	0.5549			0.1831	0.5655	Calibration	Unclassified	58	38						
8058012	75089351000	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1613965685					137	582	-51	572	324	593	-0.41061	0.40631	-0.81628	-0.34518	0.42792	-0.83530	2.958	3.032	2.932	Valid	Valid	261.0	-62.0	550.3	324.1	-56.7	539.3	-15.8	211.9	101.3	219.6	0.0712	0.5393			0.1688	0.5489	Calibration	Unclassified	58	38						
8066345	75089359333	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1613974018					118	600	-45	583	280	617	-0.40754	0.41171	-0.81511	-0.36146	0.43599	-0.82417	2.929	2.912	2.935	Valid	Valid	261.0	-61.9	550.1	324.1	-56.8	539.4	-14.1	216.0	87.6	228.5	0.0613	0.5557			0.1460	0.5714	Calibration	Unclassified	58	38						
8074678	75089367666	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1613982352					170	599	-12	587	353	611	-0.39463	0.41558	-0.81948	-0.33124	0.43839	-0.83552	2.951	2.878	2.941	Valid	Valid	261.0	-61.4	549.6	324.1	-56.9	539.5	-3.7	217.3	110.2	226.1	0.0887	0.5543			0.1836	0.5653	Calibration	Unclassified	58	38						
8083011	75089375999	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1613990685					139	574	-48	564	326	583	-0.41050	0.40281	-0.81807	-0.34503	0.42340	-0.83767	2.983	3.022	2.932	Valid	Valid	261.0	-61.8	550.1	324.1	-56.7	539.3	-15.0	209.0	102.0	215.9	0.0724	0.5312			0.1700	0.5398	Calibration	Unclassified	58	38						
8091344	75089384332	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1613999018					112	603	-52	587	276	619	-0.40981	0.41302	-0.81331	-0.36330	0.43651	-0.82309	2.935	2.931	2.949	Valid	Valid	261.0	-61.9	550.2	324.1	-56.7	539.3	-16.2	217.5	86.1	229.3	0.0582	0.5585			0.1435	0.5733	Calibration	Unclassified	58	38						
8099678	75089392666	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614007352					176	594	-3	581	356	606	-0.39167	0.41370	-0.82186	-0.33003	0.43657	-0.83695	2.968	2.891	2.949	Valid	Valid	261.0	-61.5	549.8	324.1	-57.0	539.6	-1.0	215.2	111.3	224.5	0.0919	0.5496			0.1855	0.5612	Calibration	Saccade	17	58						
8108011	75089400999	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614015685					140	575	-40	568	319	583	-0.40704	0.40503	-0.81870	-0.34819	0.42271	-0.83671	2.986	3.051	2.941	Valid	Valid	261.0	-61.8	550.1	324.1	-56.7	539.3	-12.5	210.3	99.7	215.8	0.0727	0.5327			0.1662	0.5395	Calibration	Saccade	17	58						
8116349	75089409337	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614024023					145	642	-47	591	338	694	-0.40770	0.41486	-0.81343	-0.33127	0.47413	-0.81576	2.958	2.915	2.943	Valid	Valid	261.0	-61.9	550.1	324.0	-55.7	538.2	-14.7	218.7	105.5	257.1	0.0756	0.5948			0.1758	0.6428	Calibration	Unclassified	8	39						
8124683	75089417671	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614032357					177	594	-1	580	356	609	-0.39093	0.41342	-0.82235	-0.32973	0.43774	-0.83646	2.972	2.899	2.955	Valid	Valid	261.0	-61.7	550.0	324.1	-57.0	539.7	-0.5	214.8	111.4	225.4	0.0924	0.5502			0.1856	0.5635	Calibration	Saccade	17	59						
8133016	75089426004	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614040690					142	573	-48	562	332	583	-0.41052	0.40199	-0.81846	-0.34283	0.42393	-0.83830	2.986	3.047	2.943	Valid	Valid	261.0	-61.9	550.2	324.2	-56.6	539.3	-14.9	208.3	103.6	216.1	0.0739	0.5305			0.1727	0.5403	Calibration	Saccade	17	59						
8141349	75089434337	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614049023					118	597	-43	583	278	611	-0.40681	0.41173	-0.81547	-0.36288	0.43296	-0.82515	2.956	2.938	2.958	Valid	Valid	261.0	-61.9	550.1	324.2	-56.8	539.5	-13.4	215.9	86.9	226.2	0.0612	0.5527			0.1449	0.5656	Calibration	Unclassified	8	40						
8149683	75089442671	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614057357					176	593	-5	582	358	603	-0.39214	0.41428	-0.82134	-0.32979	0.43521	-0.83775	2.978	2.905	2.958	Valid	Valid	261.0	-61.8	550.1	324.1	-56.9	539.5	-1.6	215.6	111.7	223.4	0.0918	0.5488			0.1862	0.5585	Calibration	Saccade	17	60						
8158016	75089451004	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614065690					145	572	-40	569	330	574	-0.40672	0.40589	-0.81843	-0.34452	0.41905	-0.84006	2.994	3.049	2.944	Valid	Valid	261.0	-61.9	550.2	324.2	-56.5	539.2	-12.4	210.9	103.1	212.5	0.0755	0.5292			0.1718	0.5312	Calibration	Saccade	17	60						
8166349	75089459337	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614074023					165	701	-39	585	370	817	-0.40516	0.41309	-0.81560	-0.30717	0.52734	-0.79218	2.959	2.903	2.945	Valid	Valid	261.0	-61.8	550.0	324.0	-55.0	537.3	-12.2	216.8	115.6	302.7	0.0862	0.6493			0.1927	0.7567	Calibration	Unclassified	8	41						
8174683	75089467671	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614082357					176	591	0	581	353	602	-0.39022	0.41395	-0.82242	-0.33208	0.43408	-0.83744	2.981	2.909	2.963	Valid	Valid	261.0	-61.9	550.1	324.1	-56.7	539.4	-0.0	215.0	110.2	222.9	0.0919	0.5474			0.1837	0.5571	Calibration	Saccade	17	61						
8183016	75089476004	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614090690					147	571	-36	570	329	573	-0.40530	0.40626	-0.81896	-0.34487	0.41845	-0.84022	3.004	3.062	2.945	Valid	Valid	261.0	-62.0	550.3	324.2	-56.5	539.2	-11.3	211.0	102.9	212.1	0.0763	0.5288			0.1715	0.5301	Calibration	Saccade	17	61						
8191349	75089484337	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614099023					124	595	-40	586	288	604	-0.40540	0.41308	-0.81548	-0.35979	0.43027	-0.82790	2.962	2.945	2.964	Valid	Valid	261.1	-61.8	550.0	324.2	-56.6	539.3	-12.4	216.9	89.8	223.7	0.0646	0.5507			0.1497	0.5593	Calibration	Unclassified	8	42						
8199683	75089492671	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614107357					180	589	-5	575	365	603	-0.39305	0.41075	-0.82268	-0.32643	0.43579	-0.83877	2.983	2.910	2.964	Valid	Valid	261.0	-61.7	549.9	324.2	-56.9	539.7	-1.7	212.9	114.1	223.5	0.0937	0.5455			0.1902	0.5587	Calibration	Saccade	17	62						
8208016	75089501004	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614115690					141	574	-41	569	323	580	-0.40722	0.40546	-0.81840	-0.34695	0.42140	-0.83788	3.014	3.053	2.949	Valid	Valid	261.0	-62.0	550.3	324.2	-56.5	539.3	-12.8	210.7	100.9	214.7	0.0735	0.5317			0.1682	0.5368	Calibration	Saccade	17	62						
8216349	75089509337	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614124023					152	640	-44	599	348	681	-0.40581	0.41891	-0.81230	-0.32819	0.46900	-0.81996	2.974	2.916	2.950	Valid	Valid	261.1	-61.7	550.0	324.1	-55.4	538.0	-13.7	221.9	108.8	252.4	0.0792	0.5929			0.1813	0.6309	Calibration	Unclassified	8	43						
8224682	75089517670	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614132357					176	596	-13	583	365	609	-0.39521	0.41400	-0.82000	-0.32614	0.43829	-0.83758	2.982	2.916	2.961	Valid	Valid	261.0	-61.5	549.8	324.2	-57.1	539.9	-4.0	216.1	114.0	225.4	0.0917	0.5519			0.1900	0.5636	Calibration	Saccade	17	63						
8233015	75089526003	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614140690					140	580	-45	571	324	590	-0.40873	0.40591	-0.81742	-0.34561	0.42611	-0.83605	3.013	3.057	2.953	Valid	Valid	261.0	-61.9	550.3	324.2	-56.4	539.2	-14.1	211.3	101.3	218.4	0.0727	0.5372			0.1689	0.5461	Calibration	Saccade	17	63						
8241348	75089534336	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614149023					126	616	-47	608	300	623	-0.40626	0.42274	-0.81009	-0.35301	0.43972	-0.82585	2.968	2.940	2.967	Valid	Valid	261.1	-61.7	550.0	324.2	-56.2	539.0	-14.8	225.3	93.8	230.8	0.0658	0.5701			0.1563	0.5770	Calibration	Unclassified	33	44						
8249685	75089542673	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614157360					177	600	-8	587	361	613	-0.39314	0.41595	-0.82001	-0.32732	0.43987	-0.83629	2.995	2.924	2.981	Valid	Valid	261.0	-61.5	549.8	324.2	-57.0	539.8	-2.6	217.4	112.9	226.9	0.0919	0.5554			0.1882	0.5674	Calibration	Unclassified	33	44						
8258019	75089551007	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614165693					134	591	-53	579	320	603	-0.41101	0.40921	-0.81463	-0.34624	0.43198	-0.83277	3.018	3.065	2.965	Valid	Valid	261.0	-61.7	550.0	324.2	-56.2	539.0	-16.5	214.6	100.1	223.4	0.0697	0.5475			0.1668	0.5585	Calibration	Unclassified	33	44						
8266352	75089559340	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614174026					114	616	-56	618	283	614	-0.40861	0.42661	-0.80687	-0.36053	0.43447	-0.82538	2.986	2.967	2.981	Valid	Valid	261.0	-61.9	550.2	324.2	-56.5	539.4	-17.6	229.0	88.6	227.4	0.0591	0.5705			0.1476	0.5684	Calibration	Unclassified	33	44						
8274686	75089567674	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614182360					174	601	-10	589	358	614	-0.39363	0.41660	-0.81945	-0.32893	0.43997	-0.83560	2.991	2.924	2.979	Valid	Valid	261.0	-61.5	549.8	324.1	-56.7	539.5	-3.1	218.0	111.7	227.4	0.0905	0.5567			0.1862	0.5684	Calibration	Saccade	17	64						
8283019	75089576007	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614190693					141	596	-36	582	318	611	-0.40411	0.41183	-0.81676	-0.34642	0.43534	-0.83095	3.021	3.094	2.963	Valid	Valid	261.0	-61.8	550.2	324.1	-56.2	539.0	-11.2	215.6	99.4	226.2	0.0735	0.5523			0.1657	0.5655	Calibration	Saccade	17	64						
8291352	75089584340	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614199026					149	692	-63	617	361	767	-0.41128	0.42544	-0.80613	-0.31512	0.50638	-0.80267	2.987	2.931	2.971	Valid	Valid	261.0	-62.0	550.4	323.9	-55.4	538.0	-19.8	228.4	112.7	284.0	0.0774	0.6405			0.1879	0.7099	Calibration	Unclassified	17	45						
8299685	75089592673	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614207360					174	608	-12	596	359	620	-0.39365	0.41965	-0.81788	-0.32756	0.44300	-0.83454	3.005	2.936	2.982	Valid	Valid	260.9	-61.6	549.9	324.0	-56.7	539.5	-3.8	220.6	112.3	229.7	0.0904	0.5628			0.1871	0.5742	Calibration	Unclassified	17	45						
8308018	75089601006	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614215693					152	595	-25	581	330	608	-0.39980	0.41245	-0.81856	-0.34139	0.43499	-0.83320	3.025	3.099	2.974	Valid	Valid	260.9	-61.9	550.3	324.1	-56.4	539.3	-7.9	215.4	103.1	225.1	0.0794	0.5506			0.1719	0.5628	Calibration	Saccade	8	65						
8316351	75089609339	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614224026					136	636	-51	611	322	662	-0.40712	0.42358	-0.80922	-0.34006	0.45884	-0.82087	3.003	2.959	2.991	Valid	Valid	260.9	-61.9	550.3	324.0	-56.2	539.0	-15.9	226.1	100.7	245.1	0.0707	0.5890			0.1679	0.6126	Calibration	Unclassified	42	46						
8324685	75089617673	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614232360					178	620	-10	608	367	632	-0.39192	0.42523	-0.81583	-0.32299	0.44910	-0.83306	3.022	2.942	3.005	Valid	Valid	260.9	-61.5	549.9	324.0	-57.1	539.9	-3.3	225.1	114.7	234.0	0.0929	0.5739			0.1912	0.5850	Calibration	Unclassified	42	46						
8333018	75089626006	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614240693					144	599	-32	581	320	617	-0.40222	0.41187	-0.81767	-0.34464	0.43842	-0.83007	3.056	3.096	2.992	Valid	Valid	260.9	-62.0	550.4	324.1	-56.5	539.3	-9.9	215.3	100.1	228.4	0.0752	0.5546			0.1669	0.5710	Calibration	Unclassified	42	46						
8341351	75089634339	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614249026					127	618	-44	599	298	637	-0.40536	0.41899	-0.81248	-0.35227	0.44602	-0.82278	3.003	2.989	3.007	Valid	Valid	260.9	-61.8	550.2	324.0	-56.5	539.4	-13.6	221.9	93.1	235.9	0.0662	0.5723			0.1552	0.5897	Calibration	Unclassified	42	46						
8349685	75089642673	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614257360					179	616	-13	610	371	622	-0.39278	0.42581	-0.81511	-0.32183	0.44479	-0.83582	3.025	2.961	3.012	Valid	Valid	260.8	-61.6	550.0	324.0	-57.1	540.0	-4.2	225.7	116.1	230.3	0.0932	0.5700			0.1935	0.5756	Calibration	Unclassified	42	46						
8358018	75089651006	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614265693					138	591	-41	583	317	600	-0.40589	0.41186	-0.81586	-0.34739	0.43018	-0.83323	3.061	3.096	3.010	Valid	Valid	260.8	-61.9	550.4	324.0	-56.4	539.3	-13.0	216.0	99.2	222.1	0.0719	0.5475			0.1653	0.5552	Calibration	Saccade	33	66						
8366352	75089659340	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614274026					120	608	-49	595	289	621	-0.40766	0.41675	-0.81249	-0.35727	0.43837	-0.82474	3.030	2.994	3.020	Valid	Valid	260.8	-62.0	550.5	324.0	-56.8	539.7	-15.4	220.4	90.2	230.1	0.0624	0.5631			0.1504	0.5753	Calibration	Saccade	33	66						
8374685	75089667673	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614282360					183	594	-1	580	367	609	-0.39050	0.41320	-0.82266	-0.32469	0.43863	-0.83796	3.045	2.975	3.022	Valid	Valid	260.8	-61.7	550.3	324.0	-56.9	539.9	-0.4	214.7	114.8	225.7	0.0953	0.5504			0.1913	0.5642	Calibration	Saccade	33	66						
8383019	75089676007	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614290694					144	582	-36	577	325	588	-0.40440	0.40961	-0.81773	-0.34511	0.42507	-0.83678	3.074	3.128	3.018	Valid	Valid	260.8	-61.9	550.4	324.0	-56.4	539.4	-11.4	213.8	101.6	217.6	0.0751	0.5393			0.1693	0.5440	Calibration	Saccade	33	66						
