Recording timestamp	Computer timestamp	Sensor	Project name	Export date	Participant name	Recording name	Variable1	Recording date	Recording date UTC	Recording start time	Recording start time UTC	Recording duration	Recording Fixation filter name	Recording software version	Recording resolution height	Recording resolution width	Recording monitor latency	Average calibration accuracy (mm)	Average calibration precision SD (mm)	Average calibration precision RMS (mm)	Average calibration accuracy (degrees)	Average calibration precision SD (degrees)	Average calibration precision RMS (degrees)	Average calibration accuracy (pixels)	Average calibration precision SD (pixels)	Average calibration precision RMS (pixels)	Average validation accuracy (mm)	Average validation precision SD (mm)	Average validation precision RMS (mm)	Average validation accuracy (degrees)	Average validation precision SD (degrees)	Average validation precision RMS (degrees)	Average validation accuracy (pixels)	Average validation precision SD (pixels)	Average validation precision RMS (pixels)	Eyetracker timestamp	Event	Event value	Event parameters	Row number	Gaze point X	Gaze point Y	Gaze point left X	Gaze point left Y	Gaze point right X	Gaze point right Y	Gaze direction left X	Gaze direction left Y	Gaze direction left Z	Gaze direction right X	Gaze direction right Y	Gaze direction right Z	Pupil diameter left	Pupil diameter right	Pupil diameter filtered	Validity left	Validity right	Eye position left X (DACSmm)	Eye position left Y (DACSmm)	Eye position left Z (DACSmm)	Eye position right X (DACSmm)	Eye position right Y (DACSmm)	Eye position right Z (DACSmm)	Gaze point left X (DACSmm)	Gaze point left Y (DACSmm)	Gaze point right X (DACSmm)	Gaze point right Y (DACSmm)	Gaze point X (MCSnorm)	Gaze point Y (MCSnorm)	Gaze point left X (MCSnorm)	Gaze point left Y (MCSnorm)	Gaze point right X (MCSnorm)	Gaze point right Y (MCSnorm)	Stimulus template name	Eye movement type	Gaze event duration	Eye movement type index	Fixation point X	Fixation point Y	Fixation point X (MCSnorm)	Fixation point Y (MCSnorm)	Mouse position X	Mouse position Y
35625006	75116917994	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641533024					1181	950	1072	959	1290	941	0.07659	0.60262	-0.79434	0.08408	0.59129	-0.80206	3.076	3.229	3.149	Valid	Valid	281.3	-66.1	555.3	344.9	-60.2	554.4	334.9	355.2	403.0	348.5	0.6149	0.8796	0.5581	0.8880	0.6717	0.8712	Calibration	Fixation	300	61	1172	945	0.6103	0.8750		
35633339	75116926327	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641541357					1174	950	1072	949	1276	951	0.07700	0.59924	-0.79685	0.07761	0.59519	-0.79983	3.060	3.218	3.148	Valid	Valid	281.3	-66.1	555.3	344.9	-60.3	554.5	335.0	351.5	398.7	352.3	0.6114	0.8798	0.5583	0.8788	0.6644	0.8808	Calibration	Fixation	300	61	1172	945	0.6103	0.8750		
35641676	75116934664	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641549694					1175	947	1076	950	1274	943	0.07899	0.59954	-0.79644	0.07696	0.59238	-0.80198	3.052	3.220	3.149	Valid	Valid	281.3	-66.1	555.3	344.9	-60.5	554.6	336.4	351.9	398.1	349.2	0.6120	0.8764	0.5606	0.8798	0.6635	0.8731	Calibration	Fixation	300	61	1172	945	0.6103	0.8750		
35650009	75116942997	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641558028					1174	942	1071	951	1276	932	0.07684	0.59996	-0.79633	0.07813	0.58868	-0.80458	3.068	3.238	3.150	Valid	Valid	281.3	-66.1	555.3	344.9	-60.6	554.7	334.8	352.3	398.7	345.3	0.6113	0.8720	0.5581	0.8807	0.6645	0.8633	Calibration	Fixation	300	61	1172	945	0.6103	0.8750		
35658342	75116951330	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641566361					1175	946	1078	953	1273	939	0.07970	0.60056	-0.79560	0.07665	0.59102	-0.80301	3.068	3.231	3.150	Valid	Valid	281.2	-66.2	555.5	344.8	-60.6	554.8	336.9	353.1	397.8	347.7	0.6122	0.8760	0.5614	0.8827	0.6630	0.8693	Calibration	Fixation	300	61	1172	945	0.6103	0.8750		
35666675	75116959663	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641574694					1174	950	1080	953	1267	947	0.08087	0.60029	-0.79568	0.07395	0.59377	-0.80123	3.071	3.247	3.154	Valid	Valid	281.2	-66.2	555.5	344.8	-60.5	554.6	337.6	352.8	396.0	350.6	0.6113	0.8793	0.5627	0.8821	0.6599	0.8764	Calibration	Fixation	300	61	1172	945	0.6103	0.8750		
35675009	75116967997	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641583028					1177	948	1073	951	1281	945	0.07771	0.59984	-0.79634	0.08019	0.59295	-0.80123	3.079	3.225	3.154	Valid	Valid	281.2	-66.3	555.5	344.7	-60.3	554.4	335.4	352.2	400.2	350.0	0.6130	0.8778	0.5590	0.8804	0.6670	0.8751	Calibration	Fixation	300	61	1172	945	0.6103	0.8750		
35683342	75116976330	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641591361					1170	955	1073	949	1267	960	0.07756	0.59915	-0.79687	0.07371	0.59842	-0.79779	3.080	3.236	3.158	Valid	Valid	281.1	-66.4	555.6	344.7	-60.1	554.2	335.2	351.4	395.9	355.6	0.6092	0.8838	0.5587	0.8785	0.6598	0.8891	Calibration	Fixation	300	61	1172	945	0.6103	0.8750		
35691675	75116984663	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641599694					1171	965	1076	951	1267	979	0.07888	0.59986	-0.79621	0.07342	0.60476	-0.79302	3.065	3.268	3.158	Valid	Valid	281.1	-66.3	555.5	344.6	-60.2	554.4	336.1	352.3	396.0	362.5	0.6101	0.8935	0.5602	0.8807	0.6599	0.9063	Calibration	Fixation	300	61	1172	945	0.6103	0.8750		
35700009	75116992997	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641608028					1176	953	1077	948	1275	958	0.07981	0.59880	-0.79691	0.07724	0.59763	-0.79804	3.077	3.239	3.159	Valid	Valid	281.1	-66.2	555.5	344.6	-60.3	554.5	336.7	351.2	398.3	354.9	0.6125	0.8826	0.5612	0.8779	0.6638	0.8873	Calibration	Fixation	300	61	1172	945	0.6103	0.8750		
35708342	75117001330	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641616361					1169	950	1064	946	1274	955	0.07380	0.59832	-0.79785	0.07716	0.59643	-0.79895	3.082	3.234	3.171	Valid	Valid	281.0	-66.3	555.5	344.6	-60.4	554.6	332.4	350.3	398.2	353.6	0.6089	0.8799	0.5541	0.8758	0.6636	0.8839	Calibration	Fixation	300	61	1172	945	0.6103	0.8750		
35716675	75117009663	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641624694					1174	947	1074	951	1273	942	0.07831	0.59984	-0.79628	0.07696	0.59213	-0.80216	3.085	3.267	3.172	Valid	Valid	281.0	-66.2	555.5	344.6	-60.6	554.7	335.7	352.2	397.8	348.9	0.6112	0.8765	0.5594	0.8806	0.6631	0.8723	Calibration	Fixation	300	61	1172	945	0.6103	0.8750		
35725008	75117017996	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641633027					1278	928			1278	928				0.07956	0.58714	-0.80557		3.259	3.179	Invalid	Valid				344.6	-60.6	554.7			399.4	343.7	0.6656	0.8594			0.6656	0.8594	Calibration	Saccade	17	421						
35733341	75117026329	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641641361					1726	1320			1726	1320				0.24011	0.68317	-0.68965		3.341	3.201	Invalid	Valid				344.7	-65.2	559.3			539.4	488.8							Calibration	Saccade	17	421						
35741674	75117034662	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641649694																			3.204	Invalid	Invalid																	Calibration	EyesNotFound	17	22						
35750007	75117042995	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641658027																			3.207	Invalid	Invalid																	Calibration	EyesNotFound	17	22						
35758341	75117051329	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641666361					1287	953			1287	953				0.08300	0.59551	-0.79905		3.287	3.205	Invalid	Valid				344.5	-60.6	554.7			402.1	352.8	0.6702	0.8821			0.6702	0.8821	Calibration	Unclassified	8	351						
35766674	75117059662	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641674694																			3.208	Invalid	Invalid																	Calibration	EyesNotFound	8	23						
35775007	75117067995	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641683027					1098	951	1098	951			0.08875	0.59927	-0.79562				3.128		3.211	Valid	Invalid	281.0	-66.9	556.2				343.0	352.1			0.5717	0.8801	0.5717	0.8801			Calibration	Saccade	50	422						
35783341	75117076329	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641691361					1310	888	1214	916	1407	860	0.14099	0.58406	-0.79937	0.13985	0.55882	-0.81741	3.146	3.299	3.222	Valid	Valid	281.1	-67.3	556.5	344.6	-60.8	554.9	379.2	339.3	439.6	318.5	0.6823	0.8223	0.6321	0.8483	0.7326	0.7964	Calibration	Saccade	50	422						
35791674	75117084662	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641699694					1372	792	1294	805	1451	778	0.18154	0.54002	-0.82184	0.16337	0.52525	-0.83512	3.190	3.343	3.266	Valid	Valid	281.3	-67.4	556.4	344.8	-60.8	554.7	404.2	298.2	453.3	288.1	0.7146	0.7329	0.6737	0.7456	0.7555	0.7202	Calibration	Saccade	50	422						
35800008	75117092996	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641708028					1532	726	1502	734	1561	719	0.27694	0.50026	-0.82039	0.21687	0.49591	-0.84085	3.219	3.352	3.285	Valid	Valid	281.6	-67.7	556.5	344.9	-60.5	554.2	469.4	271.7	487.9	266.4	0.7978	0.6726	0.7824	0.6792	0.8132	0.6659	Calibration	Saccade	50	422						
35808340	75117101328	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641716361					1609	707	1563	717	1655	697	0.30395	0.48929	-0.81744	0.25987	0.48143	-0.83707	3.241	3.369	3.305	Valid	Valid	281.9	-67.2	555.8	345.1	-60.6	554.3	488.6	265.5	517.2	258.1	0.8382	0.6545	0.8143	0.6637	0.8620	0.6454	Calibration	Saccade	50	422						
35816673	75117109661	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641724694					1715	699	1678	719	1752	678	0.35001	0.48228	-0.80306	0.30301	0.46735	-0.83052	3.248	3.415	3.328	Valid	Valid	282.1	-67.6	556.2	345.3	-61.0	554.6	524.5	266.4	547.7	251.1	0.8935	0.6469	0.8741	0.6660	0.9128	0.6278	Calibration	Saccade	50	422						
35825006	75117117994	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641733027					1677	713	1637	738	1716	689	0.33232	0.49259	-0.80432	0.28644	0.47442	-0.83239	3.244	3.412	3.332	Valid	Valid	282.1	-67.2	555.7	345.3	-60.9	554.5	511.7	273.2	536.2	255.1	0.8732	0.6604	0.8528	0.6829	0.8936	0.6379	Calibration	Fixation	217	62	1674	705	0.8720	0.6527		
35833340	75117126328	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641741361					1652	702	1594	714	1711	691	0.31652	0.48611	-0.81456	0.28418	0.47552	-0.83254	3.261	3.432	3.345	Valid	Valid	282.1	-67.1	555.7	345.4	-60.8	554.4	498.0	264.5	534.6	255.8	0.8605	0.6504	0.8300	0.6612	0.8910	0.6396	Calibration	Fixation	217	62	1674	705	0.8720	0.6527		
35841673	75117134661	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641749694					1681	699	1628	710	1734	687	0.33091	0.48200	-0.81128	0.29424	0.47263	-0.83069	3.259	3.435	3.348	Valid	Valid	282.1	-67.0	555.5	345.4	-61.0	554.6	508.6	263.1	541.9	254.5	0.8754	0.6470	0.8477	0.6577	0.9031	0.6363	Calibration	Fixation	217	62	1674	705	0.8720	0.6527		
35850006	75117142994	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641758027					1670	703	1617	711	1723	694	0.32653	0.48308	-0.81241	0.28926	0.47629	-0.83035	3.260	3.439	3.349	Valid	Valid	282.1	-67.0	555.6	345.4	-60.8	554.4	505.4	263.3	538.5	257.2	0.8699	0.6506	0.8423	0.6583	0.8976	0.6430	Calibration	Fixation	217	62	1674	705	0.8720	0.6527		
35858340	75117151328	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641766361					1659	709	1606	708	1712	710	0.32227	0.48243	-0.81450	0.28314	0.48359	-0.82824	3.268	3.437	3.354	Valid	Valid	282.1	-67.0	555.5	345.5	-60.6	554.2	501.9	262.0	534.9	262.9	0.8640	0.6562	0.8364	0.6551	0.8915	0.6573	Calibration	Fixation	217	62	1674	705	0.8720	0.6527		
35866673	75117159661	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641774694					1647	705	1594	700	1700	710	0.31784	0.48029	-0.81749	0.27808	0.48433	-0.82951	3.268	3.473	3.364	Valid	Valid	282.1	-66.8	555.3	345.5	-60.7	554.2	498.0	259.4	531.3	262.9	0.8577	0.6529	0.8300	0.6486	0.8854	0.6573	Calibration	Fixation	217	62	1674	705	0.8720	0.6527		
35875006	75117167994	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641783027					1654	709	1597	699	1711	720	0.31938	0.47930	-0.81748	0.28167	0.48817	-0.82605	3.269	3.472	3.365	Valid	Valid	282.1	-66.8	555.3	345.5	-61.0	554.5	499.0	258.8	534.6	266.7	0.8614	0.6568	0.8317	0.6469	0.8910	0.6668	Calibration	Fixation	217	62	1674	705	0.8720	0.6527		
35883340	75117176328	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641791361					1663	711	1595	692	1732	729	0.31902	0.47676	-0.81910	0.28991	0.49056	-0.82177	3.282	3.460	3.371	Valid	Valid	282.1	-66.8	555.3	345.5	-61.0	554.5	498.4	256.4	541.2	270.0	0.8663	0.6580	0.8306	0.6410	0.9019	0.6750	Calibration	Fixation	217	62	1674	705	0.8720	0.6527		
35891672	75117184660	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641799694					1666	717	1592	695	1739	739	0.31782	0.47822	-0.81871	0.29220	0.49417	-0.81879	3.282	3.454	3.371	Valid	Valid	282.1	-66.8	555.2	345.6	-60.9	554.4	497.6	257.6	543.4	273.7	0.8675	0.6640	0.8294	0.6439	0.9057	0.6842	Calibration	Fixation	217	62	1674	705	0.8720	0.6527		
35900005	75117192993	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641808027					1667	714	1599	696	1735	733	0.32041	0.47789	-0.81790	0.29125	0.49191	-0.82049	3.289	3.450	3.373	Valid	Valid	282.1	-66.9	555.3	345.6	-60.8	554.3	499.6	257.6	542.3	271.5	0.8683	0.6614	0.8327	0.6440	0.9039	0.6788	Calibration	Fixation	217	62	1674	705	0.8720	0.6527		
35908344	75117201332	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641816366					1669	712	1601	694	1736	729	0.32142	0.47722	-0.81790	0.29185	0.49015	-0.82133	3.285	3.465	3.377	Valid	Valid	282.1	-66.9	555.4	345.6	-60.7	554.2	500.3	257.1	542.5	270.0	0.8690	0.6590	0.8339	0.6429	0.9041	0.6751	Calibration	Fixation	217	62	1674	705	0.8720	0.6527		
35916677	75117209665	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641824699					1671	706	1604	691	1738	720	0.32300	0.47563	-0.81820	0.29328	0.48636	-0.82307	3.301	3.472	3.384	Valid	Valid	282.1	-66.9	555.4	345.6	-60.6	554.1	501.3	255.9	543.0	266.8	0.8703	0.6534	0.8356	0.6398	0.9050	0.6670	Calibration	Fixation	217	62	1674	705	0.8720	0.6527		
35925010	75117217998	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641833032					1680	702	1616	689	1744	715	0.32810	0.47381	-0.81723	0.29651	0.48350	-0.82359	3.297	3.476	3.389	Valid	Valid	282.1	-67.0	555.5	345.6	-60.7	554.2	505.1	255.1	545.1	264.7	0.8752	0.6497	0.8418	0.6376	0.9085	0.6617	Calibration	Fixation	217	62	1674	705	0.8720	0.6527		
35933344	75117226332	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641841366					1676	698	1616	695	1736	700	0.32719	0.47667	-0.81593	0.29398	0.47793	-0.82775	3.305	3.492	3.398	Valid	Valid	282.1	-67.0	555.5	345.6	-60.6	554.1	504.9	257.5	542.4	259.4	0.8727	0.6461	0.8414	0.6438	0.9040	0.6484	Calibration	Fixation	217	62	1674	705	0.8720	0.6527		
35941677	75117234665	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641849699					1677	700	1619	700	1736	699	0.32817	0.47856	-0.81443	0.29413	0.47740	-0.82799	3.304	3.492	3.399	Valid	Valid	282.1	-67.0	555.5	345.6	-60.6	554.1	505.9	259.4	542.5	258.9	0.8737	0.6479	0.8432	0.6485	0.9041	0.6473	Calibration	Fixation	217	62	1674	705	0.8720	0.6527		
35950010	75117242998	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641858032					1677	699	1621	700	1734	699	0.32885	0.47817	-0.81438	0.29340	0.47754	-0.82817	3.322	3.495	3.404	Valid	Valid	282.1	-67.0	555.5	345.6	-60.7	554.2	506.4	259.1	542.0	258.9	0.8737	0.6476	0.8440	0.6479	0.9033	0.6473	Calibration	Fixation	217	62	1674	705	0.8720	0.6527		
35958344	75117251332	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1641866366					1679	700	1625	707	1733	693	0.33003	0.48096	-0.81225	0.29316	0.47512	-0.82965	3.313	3.507	3.410	Valid	Valid	282.1	-67.0	555.4	345.7	-60.8	554.4	507.8	261.9	541.6	256.7	0.8745	0.6483	0.8463	0.6548	0.9026	0.6418	Calibration	Fixation	217	62	1674	705	0.8720	0.6527		
