0,667
0.5,672.714285714287
1,693.000000000016
1.5,714.857142857136
2,704.142857142854
2.5,684.285714285706
3,675.000000000004
3.5,685
4,705.000000000005
4.5,712.571428571428
5,709.571428571421
5.5,697.428571428568
6,684.714285714281
6.5,677
7,677
7.5,692.000000000004
8,694.999999999997
8.5,688.999999999994
9,679
9.5,673.285714285713
10,681.285714285723
10.5,694.42857142857
11,691.571428571428
11.5,679.571428571423
12,669.333333333331
12.5,669.57142857144
13,687.428571428576
13.5,687.571428571427
14,681.571428571425
14.5,673
15,675.142857142858
15.5,686.285714285723
16,699.285714285712
16.5,695.714285714285
17,678.999999999994
17.5,670.142857142856
18,671.571428571437
18.5,684.428571428575
19,684.714285714285
19.5,681.999999999999
20,678.857142857139
20.5,673.142857142856
21,668.571428571427
21.5,668.571428571431
22,675
22.5,656.666666666664
23,650.142857142856
23.5,648.333333333334
24,647.666666666663
24.5,641
25,635.999999999999
25.5,633.5
26,635.285714285716
26.5,641
27,646.833333333334
27.5,649.714285714287
28,647.666666666662
28.5,641.333333333334
29,643
29.5,644.428571428572
30,651.000000000005
30.5,656.714285714285
31,656
31.5,651.833333333333
32,648.714285714285
32.5,649.000000000002
33,654
33.5,663.166666666668
34,661.571428571427
34.5,655.999999999995
35,650
35.5,650
36,656.000000000002
36.5,659.428571428572
37,658.999999999997
37.5,654
38,649.714285714285
38.5,653.500000000004
39,664.428571428577
39.5,678
40,674.428571428571
40.5,670.428571428569
41,665.499999999996
41.5,658
42,668.714285714289
42.5,683.285714285723
43,698.000000000003
43.5,703.000000000001
44,698.85714285714
44.5,690.142857142852
45,678
45.5,671.333333333332
46,678.000000000004
46.5,685.714285714287
47,690
47.5,697.857142857145
48,693.714285714279
48.5,681.571428571421
49,669.428571428568
49.5,666.333333333333
50,671.142857142862
50.5,679.000000000003
51,684.000000000001
51.5,685
52,680.999999999994
52.5,671.714285714282
53,665.285714285713
53.5,662.857142857142
54,663.666666666669
54.5,670.857142857155
55,690.142857142862
55.5,697.428571428573
56,694.285714285709
56.5,680
57,674.285714285713
57.5,672
58,675.428571428583
58.5,692.571428571433
59,698.285714285715
59.5,696.333333333328
60,687.857142857139
60.5,682.142857142856
61,676.999999999998
61.5,679.142857142862
62,692
62.5,718.428571428578
63,733.125000000002
63.5,740
64,707.857142857134
64.5,688.999999999995
65,683.285714285715
65.5,684
66,701.857142857147
66.5,705.142857142854
67,698.285714285709
67.5,689.714285714284
68,680.571428571425
68.5,673.571428571427
69,670
69.5,676.666666666668
70,691.714285714292
70.5,696.857142857138
71,684
71.5,672.571428571426
72,669.285714285715
72.5,673.571428571437
73,686.428571428575
73.5,693.000000000002
74,692.333333333328
74.5,682.714285714278
75,671.285714285711
75.5,670.714285714286
76,679.428571428579
76.5,698
77,687.999999999997
77.5,677.999999999995
78,672
78.5,672
79,697.000000000006
79.5,702.714285714282
80,696.857142857142
80.5,696.142857142857
81,689.142857142854
81.5,678.857142857138
82,666
82.5,667.666666666667
83,670.857142857144
83.5,676.714285714289
84,686
84.5,696.000000000003
85,696.142857142854
85.5,687.999999999991
86,673
86.5,673.714285714286
87,683.42857142858
87.5,695.714285714285
88,694.285714285714
88.5,685.999999999996
89,676.85714285714
89.5,669
90,674.000000000001
90.5,690.428571428579
91,705.14285714286
91.5,713
92,703.714285714283
92.5,690.999999999992
93,679.428571428573
93.5,681.571428571429
94,704.285714285725
94.5,718.499999999997
95,712.249999999999
95.5,697.666666666662
96,684.571428571423
96.5,676.57142857143
97,679.428571428572
97.5,686.857142857146
98,698.85714285715
98.5,716
99,701.714285714282
99.5,686.142857142849
100,673.833333333336
100.5,678
101,695.142857142862
101.5,699.428571428569
102,693.999999999994
102.5,683.999999999997
103,675.142857142854
103.5,669.714285714285
104,669
104.5,676.500000000001
105,692.85714285715
105.5,701.428571428569
106,695
106.5,684.285714285711
107,678.285714285713
107.5,678.142857142864
108,688.857142857146
108.5,692.142857142858
109,691.571428571427
109.5,688
110,681.333333333332
110.5,678.285714285713
111,685.285714285722
111.5,706
112,707.428571428572
112.5,703.714285714282
113,695.857142857136
113.5,685.142857142854
114,681.285714285714
114.5,683.428571428575
115,692
115.5,707.000000000004
116,706.142857142851
116.5,694.285714285705
117,680.714285714282
117.5,678
118,680.666666666671
118.5,686.857142857146
119,691.142857142858
119.5,696.000000000002
120,693.285714285709
120.5,679
121,671.142857142855
121.5,669.500000000001
122,676.142857142862
122.5,689
123,686.857142857142
123.5,684.714285714285
124,680.857142857136
124.5,670.142857142854
125,668.666666666667
125.5,668.142857142856
126,671.000000000013
126.5,691.000000000005
127,692.142857142856
127.5,687.142857142854
128,680
128.5,669.999999999998
129,675.428571428575
129.5,683.571428571431
130,690
130.5,707.142857142862
131,709.714285714282
131.5,701.142857142848
132,686.857142857139
132.5,684.571428571429
133,688.428571428575
133.5,697
134,715.571428571433
134.5,726.750000000001
135,733
135.5,702.999999999995
136,688.428571428567
136.5,685.428571428575
137,694
137.5,713.285714285719
138,714.999999999998
138.5,705
139,686.666666666664
139.5,685.285714285715
140,689.000000000002
140.5,694
141,708.285714285718
141.5,709.28571428571
142,699.285714285702
142.5,680.714285714281
143,678.714285714287
143.5,684.000000000004
144,694
144.5,704.714285714289
145,704.714285714282
145.5,695.714285714275
146,679.28571428571
146.5,676
147,678.571428571431
147.5,686.571428571443
148,709.428571428577
148.5,709.999999999998
149,701.571428571423
149.5,688
150,680.142857142855
150.5,686.42857142858
151,698.857142857142
151.5,698.142857142857
152,688.28571428571
152.5,677.85714285714
153,670
153.5,681.428571428574
154,689.500000000003
154.5,688.999999999996
155,679
155.5,668.999999999997
156,668.000000000003
156.5,674.666666666675
157,688
157.5,694.428571428573
158,693.999999999997
158.5,686.571428571418
159,669.428571428567
159.5,671.14285714286
160,677.857142857146
160.5,685
161,688.571428571429
161.5,690
162,683.428571428565
162.5,667
163,668.428571428572
163.5,670.714285714287
164,675.33333333334
164.5,687
165,679.857142857141
165.5,670.999999999995
166,662.833333333333
166.5,662
167,672.000000000003
167.5,676.428571428572
168,676.142857142854
168.5,671.857142857142
169,665.666666666665
169.5,659.999999999997
170,657.333333333337
170.5,664
171,667.571428571429
171.5,668.142857142856
172,665.333333333328
172.5,657
173,654.857142857142
173.5,657.500000000003
174,663.857142857146
174.5,671
175,669.571428571428
175.5,665.571428571425
176,660.166666666664
176.5,656
177,666.000000000003
