Time,1,2,3,4,5,6,7,8,9
11.008000000,8.359380,4.636140,2.067787,1.216910,2.109719,1.999647,3.989684,1.845895,-0.000874
11.016000000,11.490325,3.912808,3.877865,-2.340347,1.375904,-1.791732,1.494712,-1.161001,-0.000874
11.024000000,9.369249,3.954741,5.597089,-1.375904,8.735023,2.431200,9.858460,7.008810,-0.000874
11.032000000,12.072136,5.399658,4.410754,-1.812699,8.499154,1.293786,9.905633,7.000074,-0.000874
11.040000000,3.544153,3.428840,3.858646,-1.889574,8.210869,4.047341,10.803684,7.391442,-0.000874
11.048000000,5.805003,0.563465,5.024014,0.981041,9.716938,6.304697,12.849631,9.523001,-0.000874
11.056000000,6.884760,1.258843,-0.582684,-2.270460,-0.013104,-1.548875,1.662441,-0.519786,-0.000874
11.064000000,4.767179,0.675285,1.583818,0.979294,2.806844,2.827810,5.058958,2.979814,-0.000874
11.072000000,5.544674,3.205201,-1.169737,1.559358,-1.615267,-0.935615,-1.379398,-1.096355,-0.000874
11.080000000,3.215684,4.239531,-0.741678,2.326369,-0.958328,0.387000,-0.766138,-0.210535,-0.000874
11.088000000,5.135834,-0.507556,3.594822,2.017119,3.984443,2.929146,4.695545,3.607052,-0.000874
11.096000000,8.981376,0.116187,1.751547,-1.721845,1.997900,-2.284437,1.655452,0.635100,-0.000874
11.104000000,7.382706,1.241371,4.124217,1.255348,5.738611,2.560491,6.385067,5.036245,-0.000874
11.112000000,7.623817,-0.042806,2.265218,-2.034590,1.475493,-1.024721,2.169123,-0.051542,-0.000874
11.120000000,8.420531,-1.241371,4.007156,-3.659467,3.923291,-1.430066,4.085779,1.433561,-0.000874
11.128000000,5.923812,-0.418449,3.877865,-1.610026,5.943031,2.784130,8.294734,4.803870,-0.000874
11.136000000,6.084552,3.278582,1.393376,-2.607665,3.996673,1.054423,6.547555,3.273341,-0.000874
11.144000000,2.859259,4.148677,2.852270,4.078790,8.354138,6.767699,10.524135,9.739651,-0.000874
11.152000000,3.093381,3.507463,1.975186,2.894203,6.584245,5.787532,9.292373,7.795041,-0.000874
11.160000000,6.238304,3.647237,3.093381,1.365421,4.061318,2.469638,4.969852,3.645490,-0.000874
11.168000000,0.984536,4.985576,3.040966,4.774168,4.213323,5.824222,5.231929,5.095649,-0.000874
11.176000000,3.130072,11.025575,-0.893682,1.220405,-0.173844,-0.324102,-0.519786,0.273434,-0.000874
11.184000000,2.284437,8.142729,-0.137154,2.995539,3.540659,3.432334,4.901712,5.022267,-0.000874
11.192000000,2.149904,5.663482,1.377651,-0.435921,0.488337,-0.229754,0.023587,-0.320607,-0.000874
11.200000000,2.733462,2.757923,-2.438189,-4.720005,-1.943737,-4.054330,-1.316500,-2.715990,-0.000874
11.208000000,3.816713,3.477761,-0.133659,-3.612293,1.077136,-1.671177,2.090500,0.135406,-0.000874
11.216000000,2.936135,4.980335,-1.734076,-4.597703,-0.863980,-3.654226,-0.498820,-1.798721,-0.000874
11.224000000,3.091634,4.639635,-0.863980,3.021747,6.472426,7.319808,12.014479,9.229475,-0.000874
11.232000000,3.982695,-0.416702,-3.088140,-0.645583,2.401498,2.018866,6.891749,4.234289,-0.000874
11.240000000,4.318154,-0.205294,-2.775394,-2.230274,0.638594,0.484842,4.740971,1.559358,-0.000874
11.248000000,1.445791,3.587833,-1.043940,1.637981,2.682794,3.096875,5.102637,4.215070,-0.000874
11.256000000,6.248787,1.814446,-0.773127,-1.664188,-0.055036,-1.929760,0.771380,-0.406219,-0.000874
11.264000000,8.684355,-0.042806,3.650731,-0.367781,1.494712,-1.693890,0.119682,-0.407966,-0.000874
11.272000000,6.966878,1.706121,0.654319,-1.286798,-0.519786,-2.354324,-0.748666,-1.562852,-0.000874
11.280000000,3.607052,5.542927,-0.121429,-3.042713,-0.262950,-1.354938,0.862233,-1.202933,-0.000874
11.288000000,4.127711,2.515065,2.006636,0.919890,3.327503,2.359566,4.562759,3.247133,-0.000874
11.296000000,6.341388,1.817940,1.803963,-2.359566,2.368302,-1.762030,2.093994,0.939109,-0.000874
11.304000000,0.843014,0.724206,2.172618,-0.035817,6.447965,2.834799,7.276128,6.505622,-0.000874
11.312000000,3.469025,3.458542,0.102210,0.820301,6.474173,4.634393,10.192171,7.908607,-0.000874
11.320000000,2.761417,3.851657,1.657200,1.559358,8.443244,5.597089,11.401219,9.662776,-0.000874
11.328000000,2.160387,3.163268,3.421851,0.769633,9.266166,6.004182,11.998754,9.648798,-0.000874
11.336000000,3.925038,3.837679,-0.210535,-2.245999,3.088140,0.951339,5.684448,3.079404,-0.000874
11.344000000,2.719485,2.340347,1.195944,-2.640862,3.717124,1.119068,5.696678,3.082898,-0.000874
11.352000000,4.768926,0.373023,-0.596662,-4.000167,-0.533763,-2.604171,0.671790,-1.610026,-0.000874
11.360000000,4.777662,-1.021226,0.823795,-3.851657,0.603650,-1.615267,1.928012,-0.813312,-0.000874
11.368000000,2.967584,-2.017119,2.990297,0.385253,6.456701,5.892362,10.539860,6.725767,-0.000874
11.376000000,4.398524,3.858646,1.398617,0.865727,6.376331,6.229568,11.371517,7.442111,-0.000874
11.384000000,7.096169,2.534284,6.924945,3.462036,14.439564,12.554357,21.043902,15.306165,-0.000874
11.392000000,8.451980,-0.191316,8.299976,2.003141,15.561253,10.924239,20.909369,15.370811,-0.000874
11.400000000,7.913849,3.607052,5.915076,1.052676,11.935856,8.892269,17.257764,11.911395,-0.000874
11.408000000,5.312299,0.418449,4.153919,1.541886,11.803070,9.391963,17.710284,12.818181,-0.000874
11.416000000,9.192784,2.553503,3.353711,0.442910,9.093195,5.340254,13.206055,9.306351,-0.000874
11.424000000,9.498541,2.867995,5.076430,3.814966,10.206148,6.269753,12.334213,10.614988,-0.000874
11.432000000,12.622497,4.106745,3.004275,2.735209,6.007676,3.273341,8.196892,6.231315,-0.000874
11.440000000,9.730916,3.023494,-2.256482,-1.679913,-0.425438,-2.511570,1.400364,-0.247226,-0.000874
11.448000000,12.107079,-1.882586,0.856991,-4.982082,-0.404472,-6.102024,-1.031709,-2.876731,-0.000874
11.456000000,14.762792,0.322355,2.756175,-3.435828,0.656066,-5.265125,-0.544246,-2.158640,-0.000874
11.464000000,9.322076,1.185461,6.334399,1.968198,9.935335,5.420624,11.759391,9.222486,-0.000874
11.472000000,10.080351,2.391015,6.884760,4.047341,10.455995,6.196372,11.638835,10.096076,-0.000874
11.480000000,9.905633,3.886601,7.739131,5.109626,12.681901,9.199773,15.417984,12.823423,-0.000874
11.488000000,8.294734,3.549395,9.187543,5.062452,15.592702,10.878812,18.447593,15.610174,-0.000874
11.496000000,10.146744,6.252281,6.177153,2.698519,11.679020,6.514358,13.899685,11.467612,-0.000874
11.504000000,9.716938,2.693277,9.093195,4.709522,14.988178,10.517146,18.243173,14.864128,-0.000874
11.512000000,6.935429,3.584338,8.205628,3.072415,11.932362,7.690210,13.476868,11.112934,-0.000874
11.520000000,12.017973,6.446218,8.652906,2.833051,10.211390,4.919184,10.281277,8.483429,-0.000874
11.528000000,7.910355,7.431627,6.122990,5.908087,9.040780,7.601104,10.457742,9.449620,-0.000874
11.536000000,7.723406,3.603557,1.148770,0.021840,2.340347,-1.258843,1.769019,1.784744,-0.000874
11.544000000,4.155666,2.754428,0.168603,3.124830,3.628018,2.548261,4.561012,4.943644,-0.000874
11.552000000,6.526589,2.298414,0.856991,1.286798,1.990911,-0.844761,1.080630,1.900058,-0.000874
11.560000000,9.184048,3.358952,1.449285,0.467370,3.020000,-0.187822,3.416609,2.654839,-0.000874
11.568000000,5.100890,2.656586,4.678073,1.615267,6.056597,1.922771,4.845802,5.100890,-0.000874
11.576000000,10.370383,1.120816,5.130592,1.374157,6.061839,2.401498,6.697812,4.922678,-0.000874
11.584000000,8.701827,1.997900,7.435122,5.044980,10.784465,7.033271,11.602145,10.560826,-0.000874
11.592000000,8.254549,3.088140,5.390922,5.539432,6.771194,5.455568,7.260404,6.944164,-0.000874
11.600000000,7.966264,5.974480,4.772420,3.367688,6.481162,4.604691,7.492779,6.261017,-0.000874
11.608000000,5.752588,3.977454,4.966357,4.312912,11.698239,8.918477,15.052824,12.814687,-0.000874
11.616000000,9.357019,4.796881,2.988550,0.785357,7.129365,4.014145,10.157227,7.153826,-0.000874
11.624000000,7.950540,4.078790,1.332224,0.200052,6.933681,3.273341,10.022694,7.478801,-0.000874
11.632000000,9.718685,1.080630,1.398617,-0.836025,3.867382,-1.106838,4.162655,3.215684,-0.000874
11.640000000,10.773982,4.005409,1.148770,-3.131819,2.485363,-2.010130,3.708388,1.119068,-0.000874
11.648000000,9.336053,4.844055,2.663575,2.478374,8.478188,3.828944,10.181688,9.136875,-0.000874
11.656000000,12.671418,7.050742,3.582591,1.499953,6.750227,3.061932,8.887028,6.432241,-0.000874
11.664000000,11.336573,2.637367,8.972640,1.328730,12.660935,6.516105,14.652720,10.997621,-0.000874
11.672000000,7.791546,2.750934,6.439230,-0.512797,11.436163,5.303563,13.773889,10.241092,-0.000874
11.680000000,8.486924,4.526068,5.705414,0.226260,13.780877,7.747867,18.202988,13.670805,-0.000874
11.688000000,5.556904,4.180127,7.309325,3.991431,15.996301,11.376758,20.077712,16.763312,-0.000874
11.696000000,11.605639,3.442817,3.921544,-4.936655,5.527202,0.023587,8.259790,3.100370,-0.000874
11.704000000,9.561439,2.773647,2.761417,-1.875597,4.964610,1.064906,7.162562,3.867382,-0.000874
11.712000000,11.626605,4.108492,2.216297,-0.738183,3.360700,-0.095221,4.718258,2.404992,-0.000874
11.720000000,9.439137,3.876117,2.167376,1.234382,2.125444,0.448152,2.625137,1.594301,-0.000874
11.728000000,8.375104,1.952473,0.137154,-0.203546,-0.362540,0.053289,1.858125,-0.552982,-0.000874
11.736000000,10.455995,1.989164,-3.547648,-8.570788,-7.368729,-10.442018,-7.545194,-10.008717,-0.000874
11.744000000,12.935242,2.226780,-3.849910,-10.543354,-8.231836,-12.461757,-8.429267,-11.572443,-0.000874
11.752000000,11.270181,1.936748,-7.637795,-9.996487,-10.008717,-13.408728,-9.786825,-11.787346,-0.000874
11.760000000,12.206669,1.907046,-12.087860,-14.757551,-18.568149,-21.784706,-20.248935,-21.478950,-0.000874
11.768000000,13.001635,-2.294920,-10.157227,-16.993940,-13.611401,-18.440605,-11.983030,-16.841936,-0.000874
11.776000000,15.320142,-2.715990,-12.416330,-22.370011,-20.063734,-27.428095,-21.711324,-25.453783,-0.000874
11.784000000,11.037806,-2.663575,-16.868143,-25.829426,-26.481124,-32.100053,-28.677329,-31.920093,-0.000874
11.792000000,17.044608,-2.107972,-16.495994,-27.202709,-31.967267,-37.605415,-36.682904,-39.300179,-0.000874
11.800000000,14.991673,-1.522667,-18.693946,-28.815356,-33.109923,-38.896581,-37.514562,-40.095146,-0.000874
11.808000000,13.763405,-0.453393,-13.945112,-22.621605,-26.205070,-31.713926,-30.730264,-32.245069,-0.000874
11.816000000,20.142357,-0.306630,-18.513986,-27.693667,-36.291536,-41.438727,-42.205738,-43.853329,-0.000874
11.824000000,16.915317,-1.597796,-16.041727,-24.291908,-33.747643,-36.934498,-39.377055,-40.734613,-0.000874
11.832000000,12.126298,3.068921,-14.275329,-18.643277,-27.150294,-28.448448,-30.824612,-31.804780,-0.000874
11.840000000,9.585900,5.871396,-17.462184,-15.643370,-25.754298,-24.059534,-26.156149,-27.494488,-0.000874
11.848000000,9.671511,3.194717,-11.948086,-9.633073,-16.057452,-14.406367,-14.292801,-16.539674,-0.000874
11.856000000,13.230516,3.496980,-9.166577,-9.545714,-13.396498,-15.017880,-13.289920,-14.982937,-0.000874
11.864000000,8.144477,3.946005,-4.290199,-5.637274,-4.747960,-7.180034,-4.099756,-5.656493,-0.000874
11.872000000,8.299976,0.563465,1.354938,-4.342614,0.486589,-3.449806,0.764391,-1.606531,-0.000874
11.880000000,7.314566,3.554636,-1.707868,-3.706641,0.830784,-3.855151,1.281556,0.231501,-0.000874
11.888000000,5.988457,0.063772,0.103957,-1.734076,0.189569,-3.061932,-0.573948,-0.703240,-0.000874
11.896000000,3.975707,3.930280,-1.971692,-0.369528,-3.280329,-4.630899,-5.506236,-3.551142,-0.000874
11.904000000,2.850523,3.963476,-4.802122,-0.069014,-8.539339,-8.410048,-12.786732,-8.534098,-0.000874
11.912000000,0.566960,3.381666,-4.103251,-2.892455,-10.531124,-11.409955,-16.738852,-12.115815,-0.000874
