Time,1,2,3,4,5,6,7,8,9
0.000000000,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,-0.004516
0.008000000,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,-0.004516
0.016000000,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,-0.004516
0.024000000,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,-0.004516
0.032000000,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,-0.004516
0.040000000,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,-0.004516
0.048000000,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,-0.004516
0.056000000,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,-0.004516
0.064000000,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,-0.004516
0.072000000,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,-0.004516
0.080000000,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,-0.004516
0.088000000,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,-0.004516
0.096000000,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,-0.004516
0.104000000,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,-0.004516
0.112000000,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,0.004516,-0.004516
0.120000000,11.853616,5.784565,6.651572,3.472545,8.674589,6.651572,8.096584,8.385587,-0.004516
0.128000000,13.298629,7.229577,7.807582,3.472545,9.541597,5.495562,5.784565,8.096584,-0.004516
0.136000000,17.055661,4.628555,11.853616,7.229577,16.188653,13.009626,14.165636,15.610648,-0.004516
0.144000000,14.454638,7.807582,7.518580,3.183543,8.385587,2.027533,6.651572,4.917557,-0.004516
0.152000000,5.784565,9.830599,9.830599,8.674589,12.142619,8.385587,8.096584,8.385587,-0.004516
0.160000000,7.807582,9.252594,6.362570,7.229577,8.385587,5.495562,4.628555,5.784565,-0.004516
0.168000000,7.518580,8.096584,4.050550,7.229577,7.229577,5.206560,5.784565,6.651572,-0.004516
0.176000000,6.651572,6.073567,4.917557,8.385587,11.564614,10.408604,13.587631,11.564614,-0.004516
0.184000000,9.830599,6.651572,0.293518,0.871523,-0.573489,-0.862492,-2.018502,0.004516,-0.004516
0.192000000,9.252594,6.940575,3.183543,3.761548,5.495562,5.784565,2.316535,5.495562,-0.004516
0.200000000,11.853616,8.963592,-0.284487,1.738530,0.582521,0.293518,-1.151494,0.293518,-0.004516
0.208000000,12.720624,6.651572,0.871523,-1.729499,0.582521,-3.174511,-1.151494,-1.440497,-0.004516
0.216000000,13.587631,3.472545,6.651572,3.472545,10.697607,4.917557,8.963592,7.807582,-0.004516
0.224000000,8.385587,6.073567,2.894540,-0.862492,9.541597,-1.729499,6.073567,0.004516,-0.004516
0.232000000,8.096584,5.206560,6.073567,4.339553,13.009626,8.963592,17.344663,10.986609,-0.004516
0.240000000,10.408604,5.495562,2.316535,-1.729499,4.628555,0.871523,6.651572,4.050550,-0.004516
0.248000000,12.720624,5.495562,6.073567,-2.018502,4.917557,0.004516,3.761548,1.449528,-0.004516
0.256000000,12.720624,5.495562,5.206560,-0.284487,4.628555,0.582521,2.894540,3.472545,-0.004516
0.264000000,10.697607,9.830599,1.160525,-2.307504,0.004516,-5.197529,-0.573489,-1.440497,-0.004516
0.272000000,10.986609,5.784565,2.027533,-0.284487,5.784565,4.339553,6.073567,6.073567,-0.004516
0.280000000,10.697607,4.050550,0.582521,0.293518,3.761548,2.316535,6.073567,5.495562,-0.004516
0.288000000,8.385587,6.651572,-1.440497,-0.573489,2.027533,3.183543,5.784565,5.206560,-0.004516
0.296000000,10.408604,4.628555,-0.862492,1.738530,6.073567,6.940575,5.495562,8.963592,-0.004516
0.304000000,15.032643,5.206560,-3.174511,-6.642541,-2.018502,-5.197529,-1.729499,-0.862492,-0.004516
0.312000000,9.830599,5.206560,-2.885509,-5.775533,0.582521,-0.573489,0.293518,1.160525,-0.004516
0.320000000,9.830599,0.871523,-1.729499,-9.243563,0.582521,-7.509548,1.160525,-1.729499,-0.004516
0.328000000,9.541597,-2.307504,-3.463514,-15.023612,-3.174511,-13.289597,-4.330521,-8.954560,-0.004516
0.336000000,9.252594,-1.440497,-1.729499,-13.578600,0.004516,-11.266580,-2.885509,-8.376556,-0.004516
0.344000000,12.142619,1.449528,-4.330521,-17.913637,-7.509548,-21.959671,-11.555583,-20.514659,-0.004516
0.352000000,10.697607,0.582521,-7.509548,-16.468624,-4.908526,-19.069646,-13.000595,-19.069646,-0.004516
0.360000000,8.963592,4.050550,-11.844585,-17.913637,-17.335632,-26.294708,-21.092664,-27.450718,-0.004516
