40.533,357.4578,623.5594,0.5732539
41.371,371.9352,621.63,0.5983225
42.199,385.0831,620.9526,0.620149
42.963,397.6145,621.163,0.640113
43.742,409.502,622.124,0.6582321
44.564,419.7176,623.6185,0.6730359
45.436,430.7832,625.8836,0.6882801
46.28,440.2821,628.4965,0.7005324
47.084,447.6914,631.0474,0.7094418
47.861,453.6661,633.6478,0.7159595
48.662,458.4784,636.3372,0.720496
49.485,461.274,638.8456,0.722043
50.307,461.9464,640.7276,0.7209716
51.071,460.8193,642.4237,0.7173136
51.805,457.7361,643.7612,0.7110341
52.565,453.2316,644.6516,0.7030644
53.342,446.4599,645.2753,0.6918907
54.104,438.4922,645.5421,0.679262
54.827,429.2778,645.5311,0.6649993
55.547,419.7719,645.3503,0.6504559
56.3,408.1032,645.0505,0.6326687
57.043,396.0918,644.7982,0.614288
57.802,382.7346,644.6156,0.5937408
58.525,370.4048,644.6723,0.5745629
59.221,356.5036,644.9468,0.5527643
59.928,343.8187,645.4708,0.5326634
