-1.542719,-1.836059,0.780959,-1.837595,3.789607,5.758513,8.977568,7.517014
0.195816,0.553659,0.387792,0.880786,0.401614,5.73394,5.486675,8.939172
0.549051,0.839319,-0.768672,-0.226532,-4.709556,-2.756008,-2.934162,-3.262825
-0.796317,-0.615091,-0.954505,-1.512003,-5.614147,-1.673263,-6.469593,-4.253421
-1.187948,-0.211174,-2.668467,-0.478404,-8.65812,-2.020356,-9.204867,-6.620102
-2.22769,-1.653298,-2.656181,-2.501064,-8.651976,-3.562307,-10.433514,-10.008095
-0.983685,-0.846998,-0.925325,-2.419666,-6.110214,-1.270881,-3.680565,-3.181427
-3.451729,-4.735665,0.722598,-7.263606,-0.796317,-0.415436,0.59359,-3.531591
-3.731246,-6.262259,2.774438,-10.224644,4.445397,-0.885394,8.429284,-1.869847
-3.095422,-3.299684,-1.840666,-5.97967,-4.97218,-4.210419,1.234022,-9.049751
-2.656181,-2.485706,-2.223083,-3.714352,-2.803618,-3.599167,1.573436,-8.438499
-1.270881,-0.284892,-2.871194,-0.874643,-5.998099,-2.384342,-0.986757,-5.885985
-1.750054,0.4139,-5.437529,1.307741,-10.885042,-3.622204,-9.700933,-11.242885
-0.536765,1.430605,-3.904793,3.040133,-7.607627,-0.126704,-6.973338,-4.210419
-0.948362,1.521218,-5.205622,3.075456,-10.36901,-1.095799,-8.220414,-6.732216
-1.432141,-0.326359,-2.737578,0.195816,-7.22521,-0.446152,-8.527576,-5.095044
-1.129587,-2.88348,2.583998,-5.408349,2.187759,-0.914574,1.912849,-0.244961
-1.90517,-3.298148,1.126515,-5.285484,2.411987,-3.27204,1.968138,-5.300843
-3.427156,-3.416406,-0.785566,-2.140149,5.225588,4.915355,7.66138,2.450382
-3.459408,-2.382807,-3.17682,-0.716455,0.025341,2.646966,3.206,-2.474955
-3.930901,-2.071038,-4.537546,0.627378,-2.713005,4.271851,-0.435402,-2.447311
-2.869658,-0.364754,-4.448469,3.225965,-4.035336,8.787127,-0.274142,4.76331
